Protein_id,locus_tag,note,length,panortholog
YP_003044769.1,ECB_01569,b1600,366,FALSE
YP_003044770.1,ECB_01570,b1601,1035,FALSE
YP_003044771.1,ECB_01571,b1602,1389,TRUE
YP_003044772.1,ECB_01572,b1603,1533,TRUE
YP_003044773.1,ECB_01573,b1604,945,TRUE
YP_003044774.1,ECB_01574,b1605,1383,TRUE
YP_003044775.1,ECB_01575,b1606,723,TRUE
YP_003044776.1,ECB_01576,b1607,336,FALSE
YP_003044777.1,ECB_01577,b1608,729,TRUE
YP_003044778.1,ECB_01578,b1609,1302,FALSE
YP_003044779.1,ECB_01579,b1610,930,FALSE
YP_003044780.1,ECB_01580,b1611,1404,TRUE
YP_003044781.1,ECB_01581,b1612,1647,FALSE
YP_003044782.1,ECB_01582,b1613,1176,TRUE
YP_003044783.1,ECB_01583,b1614,1509,TRUE
YP_003044784.1,ECB_01584,b1615,1266,FALSE
YP_003044785.1,ECB_01585,b1616,1374,FALSE
YP_003044786.1,ECB_01586,b1617,1812,FALSE
YP_003044787.1,ECB_01587,b1618,591,TRUE
YP_003044788.1,ECB_01588,b1619,768,TRUE
YP_003044789.1,ECB_01589,b1620,1029,TRUE
YP_003044790.1,ECB_01590,b1621,1593,FALSE
YP_003044791.1,ECB_01591,b1622,1173,TRUE
YP_003044792.1,ECB_01592,b1623,1002,TRUE
YP_003044793.1,ECB_01593,b1624,1041,TRUE
YP_003044794.1,ECB_01594,b4409,126,FALSE
YP_003044795.1,ECB_01595,b1625,216,FALSE
YP_003044796.1,ECB_01596,b1626,441,TRUE
YP_003044797.1,ECB_01597,b1627,582,TRUE
YP_003044798.1,ECB_01598,b1628,579,TRUE
YP_003044799.1,ECB_01599,b1629,2223,TRUE
YP_003044800.1,ECB_01600,b1630,1059,TRUE
YP_003044801.1,ECB_01601,b1631,621,TRUE
YP_003044802.1,ECB_01602,b1632,696,TRUE
YP_003044803.1,ECB_01603,b1633,636,TRUE
YP_003044804.1,ECB_01604,b1634,1503,TRUE
YP_003044805.1,ECB_01605,b1635,606,TRUE
YP_003044806.1,ECB_01606,b1636,864,TRUE
YP_003044807.1,ECB_01607,b1637,1275,FALSE
YP_003044808.1,ECB_01608,b1638,657,TRUE
YP_003044809.1,ECB_01609,b1639,330,TRUE
YP_003044810.1,ECB_01610,b1640,1110,TRUE
YP_003044811.1,ECB_01611,b1641,468,TRUE
YP_003044812.1,ECB_01612,b1642,435,TRUE
YP_003044813.1,ECB_01613,b1643,237,FALSE
YP_003044814.1,ECB_01614,b1644,858,FALSE
YP_003044815.1,ECB_01615,b1645,2013,TRUE
YP_003044816.1,ECB_01616,b1646,522,TRUE
YP_003044817.1,ECB_01617,b1647,897,FALSE
YP_003044818.1,ECB_01618,b1648,240,FALSE
YP_003044819.1,ECB_01619,b1649,516,TRUE
YP_003044820.1,ECB_01620,b1650,1098,FALSE
YP_003044821.1,ECB_01621,b1651,408,TRUE
YP_003044822.1,ECB_01622,b1652,648,TRUE
YP_003044823.1,ECB_01623,b1653,4617,FALSE
YP_003044824.1,ECB_01624,b1654,348,TRUE
YP_003044825.1,ECB_01625,b1655,816,FALSE
YP_003044826.1,ECB_01626,b1656,582,TRUE
YP_003044827.1,ECB_01627,b1656,1170,TRUE
YP_003044828.1,ECB_01628,NA,120,FALSE
YP_003044829.1,ECB_01629,b1658,1026,FALSE
YP_003044830.1,ECB_01630,b1659,933,TRUE
YP_003044831.1,ECB_01631,b1660,1212,TRUE
YP_003044832.1,ECB_01632,b1661,1149,TRUE
YP_003044833.1,ECB_01633,b1662,642,TRUE
YP_003044834.1,ECB_01634,b1663,1374,TRUE
YP_003044835.1,ECB_01635,b1664,1257,TRUE
YP_003044836.1,ECB_01636,b1667,306,FALSE
YP_003044837.1,ECB_01637,b1668,1605,FALSE
YP_003044838.1,ECB_01638,b1669,813,FALSE
YP_003044839.1,ECB_01639,b1670,786,TRUE
YP_003044840.1,ECB_01640,b1671,669,FALSE
YP_003044841.1,ECB_01641,b1672,648,TRUE
YP_003044842.1,ECB_01642,b1673,2103,FALSE
YP_003044843.1,ECB_01643,b1674,627,FALSE
YP_003044844.1,ECB_01644,b1675,210,FALSE
YP_003044845.1,ECB_01645,b1676,1413,TRUE
YP_003044846.1,ECB_01646,b1677,237,FALSE
YP_003044847.1,ECB_01647,b1678,1005,TRUE
YP_003044848.1,ECB_01648,b1679,417,TRUE
YP_003044849.1,ECB_01649,b1680,1221,TRUE
YP_003044850.1,ECB_01650,b1681,1272,TRUE
YP_003044851.1,ECB_01651,b1682,747,TRUE
YP_003044852.1,ECB_01652,b1683,1488,TRUE
YP_003044853.1,ECB_01653,b1684,369,FALSE
YP_003044854.1,ECB_01654,b1685,270,FALSE
YP_003044855.1,ECB_01655,b1686,411,TRUE
YP_003044856.1,ECB_01656,b1687,3057,TRUE
YP_003044857.1,ECB_01657,b1688,1113,TRUE
YP_003044858.1,ECB_01658,b1689,357,FALSE
YP_003044859.1,ECB_01660,b1691,1266,FALSE
YP_003044860.1,ECB_01661,b1692,867,TRUE
YP_003044861.1,ECB_01662,b1693,759,TRUE
YP_003044862.1,ECB_01663,b1694,1596,FALSE
YP_003044863.1,ECB_01664,b1695,1152,FALSE
YP_003044864.1,ECB_01665,b1696,912,FALSE
YP_003044865.1,ECB_01666,b1697,765,FALSE
YP_003044866.1,ECB_01667,b1698,939,FALSE
YP_003044867.1,ECB_01668,b1699,1290,FALSE
YP_003044868.1,ECB_01669,b1700,294,FALSE
YP_003044869.1,ECB_01670,b1701,1701,FALSE
YP_003044870.1,ECB_01671,b1702,2379,TRUE
YP_003044871.1,ECB_01672,b1703,834,TRUE
YP_003044872.1,ECB_01673,b1704,1047,TRUE
YP_003044873.1,ECB_01674,b1705,192,FALSE
YP_003044874.1,ECB_01675,b1706,1437,FALSE
YP_003044875.1,ECB_01676,b1707,543,FALSE
YP_003044876.1,ECB_01677,b1708,465,TRUE
YP_003044877.1,ECB_01678,b1709,750,TRUE
YP_003044878.1,ECB_01679,b1710,552,TRUE
YP_003044879.1,ECB_01680,b1711,981,TRUE
YP_003044880.1,ECB_01681,b1712,300,FALSE
YP_003044881.1,ECB_01682,b1713,2388,FALSE
YP_003044882.1,ECB_01683,b1714,984,TRUE
YP_003044884.1,ECB_01685,b1716,357,TRUE
YP_003044885.1,ECB_01686,b1717,198,FALSE
YP_003044886.1,ECB_01687,b1718,435,FALSE
YP_003044887.1,ECB_01688,b1719,1929,TRUE
YP_003044888.1,ECB_01690,b4535,123,FALSE
YP_003044889.1,ECB_01691,b1722,759,TRUE
YP_003044890.1,ECB_01692,b1723,930,TRUE
YP_003044891.1,ECB_01693,b1724,291,FALSE
YP_003044892.1,ECB_01694,b1725,861,TRUE
YP_003044893.1,ECB_01695,b1726,537,TRUE
YP_003044894.1,ECB_01696,b1727,669,TRUE
YP_003044895.1,ECB_01697,b1728,591,TRUE
YP_003044896.1,ECB_01698,b1729,1392,TRUE
YP_003044897.1,ECB_01699,b1730,795,FALSE
YP_003044898.1,ECB_01700,b1731,264,TRUE
YP_003044899.1,ECB_01701,b1732,2262,TRUE
YP_003044900.1,ECB_01702,b1733,750,FALSE
YP_003044901.1,ECB_01703,b1734,1353,TRUE
YP_003044902.1,ECB_01704,b1735,843,TRUE
YP_003044903.1,ECB_01705,b1736,351,FALSE
YP_003044904.1,ECB_01706,b1737,1359,TRUE
YP_003044905.1,ECB_01707,b1738,321,TRUE
YP_003044906.1,ECB_01708,b1739,339,TRUE
YP_003044907.1,ECB_01709,b1740,828,TRUE
YP_003044908.1,ECB_01710,b1741,888,TRUE
YP_003044909.1,ECB_01711,b1742,576,TRUE
YP_003044910.1,ECB_01712,b1743,486,TRUE
YP_003044911.1,ECB_01713,b1744,969,TRUE
YP_003044912.1,ECB_01714,b1745,1344,TRUE
YP_003044913.1,ECB_01715,b1746,1479,TRUE
YP_003044914.1,ECB_01716,b1747,1035,TRUE
YP_003044915.1,ECB_01717,b1748,1221,TRUE
YP_003044916.1,ECB_01718,b1749,807,TRUE
YP_003044917.1,ECB_01719,b1750,711,TRUE
YP_003044918.1,ECB_01721,b1752,708,TRUE
YP_003044919.1,ECB_01722,b1753,549,TRUE
YP_003044920.1,ECB_01723,b1754,1167,FALSE
YP_003044921.1,ECB_01724,b1755,1491,TRUE
YP_003044922.1,ECB_01725,b1756,654,TRUE
YP_003044923.1,ECB_01726,b1757,1308,FALSE
YP_003044924.1,ECB_01727,b1758,621,TRUE
YP_003044925.1,ECB_01728,b1759,408,TRUE
YP_003044926.1,ECB_01729,b1760,273,FALSE
YP_003044927.1,ECB_01730,b1761,1344,TRUE
YP_003044928.1,ECB_01731,b1762,1041,FALSE
YP_003044929.1,ECB_01732,b1763,1962,TRUE
YP_003044930.1,ECB_01733,b1764,1044,TRUE
YP_003044931.1,ECB_01734,b1765,552,TRUE
YP_003044932.1,ECB_01735,b1766,1857,TRUE
YP_003044933.1,ECB_01736,b1767,1017,TRUE
YP_003044934.1,ECB_01737,b1768,642,TRUE
YP_003044935.1,ECB_01738,b1769,1359,FALSE
YP_003044936.1,ECB_01739,b1770,759,FALSE
YP_003044937.1,ECB_01740,b1771,981,FALSE
YP_003044938.1,ECB_01741,b1772,948,FALSE
YP_003044939.1,ECB_01742,b1773,837,FALSE
YP_003044940.1,ECB_01743,b1774,1044,FALSE
YP_003044941.1,ECB_01744,b1775,1380,FALSE
YP_003044942.1,ECB_01745,b1776,1077,FALSE
YP_003044943.1,ECB_01746,b1777,273,FALSE
YP_003044944.1,ECB_01747,b1778,414,TRUE
YP_003044945.1,ECB_01748,b1779,996,TRUE
YP_003044946.1,ECB_01749,b1780,885,TRUE
YP_003044947.1,ECB_01750,b1781,855,TRUE
YP_003044948.1,ECB_01751,b1782,747,TRUE
YP_003044949.1,ECB_01752,b1783,1809,FALSE
YP_003044950.1,ECB_01753,b1784,1284,FALSE
YP_003044951.1,ECB_01754,b1785,1476,TRUE
YP_003044952.1,ECB_01755,b1786,1491,FALSE
YP_003044953.1,ECB_01756,b1787,504,FALSE
YP_003044954.1,ECB_01757,b1788,105,FALSE
YP_003044955.1,ECB_01758,b1789,447,FALSE
YP_003044956.1,ECB_01759,b1790,822,FALSE
YP_003044957.1,ECB_01760,b1791,1182,TRUE
YP_003044958.1,ECB_01761,b1792,348,TRUE
YP_003044959.1,ECB_01762,b1793,255,FALSE
YP_003044960.1,ECB_01763,b1794,1026,TRUE
YP_003044961.1,ECB_01764,b1795,249,FALSE
YP_003044962.1,ECB_01765,b1796,183,FALSE
YP_003044963.1,ECB_01766,b1797,225,FALSE
YP_003044964.1,ECB_01767,NA,1113,FALSE
YP_003044965.1,ECB_01768,b1798,639,TRUE
YP_003044966.1,ECB_01769,b1799,924,FALSE
YP_003044967.1,ECB_01770,b1800,1086,FALSE
YP_003044968.1,ECB_01771,b1801,1446,FALSE
YP_003044969.1,ECB_01772,b1802,1125,FALSE
YP_003044970.1,ECB_01773,b1803,966,FALSE
YP_003044971.1,ECB_01774,b1804,1128,TRUE
YP_003044972.1,ECB_01775,b1805,1686,TRUE
YP_003044973.1,ECB_01776,b1806,582,TRUE
YP_003044974.1,ECB_01777,b1807,696,TRUE
YP_003044975.1,ECB_01778,b1808,1911,TRUE
YP_003044976.1,ECB_01779,b1809,345,FALSE
YP_003044977.1,ECB_01780,b1810,360,FALSE
YP_003044978.1,ECB_01781,b1811,180,FALSE
YP_003044979.1,ECB_01782,b1812,1362,FALSE
YP_003044980.1,ECB_01783,b1813,579,TRUE
YP_003044981.1,ECB_01784,b1814,1365,FALSE
YP_003044982.1,ECB_01785,b1815,1599,FALSE
YP_003044983.1,ECB_01786,b1816,1557,TRUE
YP_003044984.1,ECB_01787,b1817,972,FALSE
YP_003044985.1,ECB_01788,b1818,801,TRUE
YP_003044986.1,ECB_01789,b1819,861,TRUE
YP_003044987.1,ECB_01790,b1820,459,TRUE
YP_003044988.1,ECB_01791,b1821,567,TRUE
YP_003044989.1,ECB_01792,b1822,810,TRUE
YP_003044990.1,ECB_01793,b1823,210,FALSE
YP_003044991.1,ECB_01794,b1824,144,FALSE
YP_003044992.1,ECB_01795,b1825,288,FALSE
YP_003044993.1,ECB_01796,b1826,144,FALSE
YP_003044994.1,ECB_01797,b4536,240,FALSE
YP_003044995.1,ECB_01798,b1827,792,FALSE
YP_003044996.1,ECB_01799,b1828,1374,FALSE
YP_003044997.1,ECB_01800,b1829,882,TRUE
YP_003044998.1,ECB_01801,b1830,2049,TRUE
YP_003044999.1,ECB_01802,b1831,699,TRUE
YP_003045000.1,ECB_01803,b1832,552,FALSE
YP_003045001.1,ECB_01804,b1833,1284,TRUE
YP_003045002.1,ECB_01805,b1834,2634,TRUE
YP_003045003.1,ECB_01806,b1835,1440,TRUE
YP_003045004.1,ECB_01807,b1836,237,FALSE
YP_003045005.1,ECB_01808,b1837,192,FALSE
YP_003045006.1,ECB_01809,b1838,657,TRUE
YP_003045007.1,ECB_01810,b1839,342,TRUE
YP_003045008.1,ECB_01811,b1840,873,TRUE
YP_003045009.1,ECB_01812,b1841,375,FALSE
YP_003045010.1,ECB_01813,b1842,231,FALSE
YP_003045011.1,ECB_01814,b1843,657,TRUE
YP_003045012.1,ECB_01815,b1844,663,TRUE
YP_003045013.1,ECB_01816,b1845,2061,FALSE
YP_003045014.1,ECB_01817,b1846,660,FALSE
YP_003045015.1,ECB_01818,b1847,369,FALSE
YP_003045016.1,ECB_01819,b1848,291,FALSE
YP_003045017.1,ECB_01820,b1849,1179,FALSE
YP_003045018.1,ECB_01821,b1850,642,TRUE
YP_003045019.1,ECB_01822,b1851,1812,TRUE
YP_003045020.1,ECB_01823,b1852,1476,TRUE
YP_003045021.1,ECB_01824,b1853,870,TRUE
YP_003045022.1,ECB_01825,b1854,1443,TRUE
YP_003045023.1,ECB_01826,b1855,972,FALSE
YP_003045024.1,ECB_01827,b1856,1260,TRUE
YP_003045025.1,ECB_01828,b1857,933,TRUE
YP_003045026.1,ECB_01829,b1858,756,TRUE
YP_003045027.1,ECB_01830,b1859,786,TRUE
YP_003045028.1,ECB_01831,b1860,1011,TRUE
YP_003045029.1,ECB_01832,b1861,612,FALSE
YP_003045030.1,ECB_01833,b1862,603,FALSE
YP_003045031.1,ECB_01834,b1863,522,TRUE
YP_003045032.1,ECB_01835,b1864,741,TRUE
YP_003045033.1,ECB_01836,b1865,453,TRUE
YP_003045034.1,ECB_01837,b1866,1773,TRUE
YP_003045035.1,ECB_01838,b1867,567,TRUE
YP_003045036.1,ECB_01839,b1868,819,FALSE
YP_003045037.1,ECB_01840,b1869,396,FALSE
YP_003045038.1,ECB_01841,b1870,744,TRUE
YP_003045039.1,ECB_01842,b1871,972,TRUE
YP_003045040.1,ECB_01843,b1872,2430,FALSE
YP_003045041.1,ECB_01844,b1873,1101,TRUE
YP_003045042.1,ECB_01845,b1874,441,TRUE
YP_003045043.1,ECB_01846,b1875,567,TRUE
YP_003045044.1,ECB_01847,b1876,1734,TRUE
YP_003045045.1,ECB_01848,b1877,489,FALSE
YP_003045046.1,ECB_01849,b1878,369,FALSE
YP_003045047.1,ECB_01850,b1879,2079,FALSE
YP_003045048.1,ECB_01851,b1880,1149,FALSE
YP_003045049.1,ECB_01852,b1881,645,FALSE
YP_003045050.1,ECB_01853,b1882,390,FALSE
YP_003045051.1,ECB_01854,b1883,1050,FALSE
YP_003045052.1,ECB_01855,b1884,861,FALSE
YP_003045053.1,ECB_01856,b1885,1602,FALSE
YP_003045054.1,ECB_01857,b1886,1662,FALSE
YP_003045055.1,ECB_01858,b1887,504,FALSE
YP_003045056.1,ECB_01859,b1888,1965,FALSE
YP_003045057.1,ECB_01860,b1889,927,FALSE
YP_003045058.1,ECB_01861,b1890,888,FALSE
YP_003045059.1,ECB_01862,b1891,579,FALSE
YP_003045060.1,ECB_01863,b1892,360,FALSE
YP_003045061.1,ECB_01864,b1895,429,FALSE
YP_003045062.1,ECB_01865,b1896,1425,TRUE
YP_003045063.1,ECB_01866,b1897,801,FALSE
YP_003045064.1,ECB_01867,b4460,990,FALSE
YP_003045065.1,ECB_01868,b1900,1515,TRUE
YP_003045066.1,ECB_01869,b1901,990,TRUE
YP_003045067.1,ECB_01870,b1902,504,TRUE
YP_003045068.1,ECB_01871,b4537,252,FALSE
YP_003045069.1,ECB_01872,b1904,324,FALSE
YP_003045070.1,ECB_01873,b1905,498,TRUE
YP_003045071.1,ECB_01874,b1906,240,FALSE
YP_003045072.1,ECB_01875,b1907,1212,TRUE
YP_003045073.1,ECB_01876,b1908,666,TRUE
YP_003045074.1,ECB_01877,b1912,549,TRUE
YP_003045075.1,ECB_01878,b1913,1767,TRUE
YP_003045076.1,ECB_01879,b1914,510,FALSE
YP_003045077.1,ECB_01880,NA,276,FALSE
YP_003045078.1,ECB_01881,NA,504,FALSE
YP_003045079.1,ECB_01882,b1967,660,FALSE
YP_003045080.1,ECB_01883,b1968,1359,TRUE
YP_003045081.1,ECB_01884,b1969,672,TRUE
YP_003045082.1,ECB_01885,b1970,414,TRUE
YP_003045083.1,ECB_01886,b1971,1005,FALSE
YP_003045084.1,ECB_01887,b1972,636,TRUE
YP_003045085.1,ECB_01888,b1973,651,FALSE
YP_003045086.1,ECB_01889,b1974,531,FALSE
YP_003045087.1,ECB_01890,b1976,798,TRUE
YP_003045088.1,ECB_01891,b1978,7152,FALSE
YP_003045089.1,ECB_01893,b1981,1317,FALSE
YP_003045090.1,ECB_01894,b1982,1455,TRUE
YP_003045091.1,ECB_01895,b1983,717,TRUE
YP_003045092.1,ECB_01896,b1985,1644,FALSE
YP_003045093.1,ECB_01897,b1987,951,FALSE
YP_003045094.1,ECB_01898,b1988,918,TRUE
YP_003045095.1,ECB_01899,b1990,933,TRUE
YP_003045096.1,ECB_01900,b1991,1080,TRUE
YP_003045097.1,ECB_01901,b1992,744,TRUE
YP_003045098.1,ECB_01902,b1993,546,FALSE
YP_003045099.1,ECB_01904,b1996,906,FALSE
YP_003045100.1,ECB_01906,NA,408,FALSE
YP_003045101.1,ECB_01907,NA,435,FALSE
YP_003045102.1,ECB_01908,NA,411,FALSE
YP_003045103.1,ECB_01909,NA,159,FALSE
YP_003045104.1,ECB_01910,b2007,396,FALSE
YP_003045105.1,ECB_01911,b2008,1059,FALSE
YP_003045106.1,ECB_01912,b2009,474,TRUE
YP_003045107.1,ECB_01913,b2010,1167,FALSE
YP_003045108.1,ECB_01914,b2011,1428,TRUE
YP_003045109.1,ECB_01915,b2012,228,FALSE
YP_003045110.1,ECB_01916,b2013,1059,FALSE
YP_003045111.1,ECB_01917,b2014,1359,FALSE
YP_003045112.1,ECB_01918,b2015,930,TRUE
YP_003045113.1,ECB_01919,b2016,825,TRUE
YP_003045115.1,ECB_01921,b2019,900,TRUE
YP_003045116.1,ECB_01922,b2020,1242,TRUE
YP_003045117.1,ECB_01923,b2021,1071,TRUE
YP_003045118.1,ECB_01924,b2022,1068,TRUE
YP_003045119.1,ECB_01925,b2023,591,TRUE
YP_003045120.1,ECB_01926,b2024,738,TRUE
YP_003045121.1,ECB_01927,b2025,777,TRUE
YP_003045122.1,ECB_01928,b2026,612,TRUE
YP_003045123.1,ECB_01929,b2027,984,FALSE
YP_003045124.1,ECB_01930,b2028,1167,FALSE
YP_003045125.1,ECB_01931,b2029,1407,TRUE
YP_003045126.1,ECB_01932,NA,1365,FALSE
YP_003045127.1,ECB_01933,NA,1425,FALSE
YP_003045128.1,ECB_01934,NA,504,FALSE
YP_003045129.1,ECB_01935,NA,276,FALSE
YP_003045130.1,ECB_01936,NA,768,FALSE
YP_003045131.1,ECB_01937,NA,1113,FALSE
YP_003045132.1,ECB_01938,NA,1176,FALSE
YP_003045133.1,ECB_01939,NA,822,FALSE
YP_003045134.1,ECB_01940,NA,747,FALSE
YP_003045135.1,ECB_01941,NA,438,FALSE
YP_003045136.1,ECB_01942,NA,1113,FALSE
YP_003045137.1,ECB_01943,NA,1428,FALSE
YP_003045138.1,ECB_01944,NA,546,FALSE
YP_003045139.1,ECB_01945,b2039,879,FALSE
YP_003045140.1,ECB_01946,b2040,900,FALSE
YP_003045141.1,ECB_01947,b2041,1086,FALSE
YP_003045142.1,ECB_01948,b2042,894,FALSE
YP_003045143.1,ECB_01949,b2043,1395,FALSE
YP_003045144.1,ECB_01950,b2044,1221,FALSE
YP_003045145.1,ECB_01951,b2045,1281,FALSE
YP_003045146.1,ECB_01952,b2046,1479,FALSE
YP_003045147.1,ECB_01953,b2047,1395,FALSE
YP_003045148.1,ECB_01954,b2048,1371,FALSE
YP_003045149.1,ECB_01955,b2049,1437,FALSE
YP_003045150.1,ECB_01956,b2050,1224,FALSE
YP_003045151.1,ECB_01957,b2051,480,FALSE
YP_003045152.1,ECB_01958,b2052,966,FALSE
YP_003045153.1,ECB_01959,b2053,1122,FALSE
YP_003045154.1,ECB_01960,b2054,549,FALSE
YP_003045155.1,ECB_01961,b2055,747,FALSE
YP_003045156.1,ECB_01962,b2056,1218,FALSE
YP_003045157.1,ECB_01963,b2057,1218,FALSE
YP_003045158.1,ECB_01964,b2058,489,FALSE
YP_003045159.1,ECB_01965,b2059,840,FALSE
YP_003045160.1,ECB_01966,b2060,2163,FALSE
YP_003045161.1,ECB_01967,b2061,444,FALSE
YP_003045162.1,ECB_01968,b2062,1140,FALSE
YP_003045163.1,ECB_01969,b2063,1584,FALSE
YP_003045164.1,ECB_01970,b2064,1854,TRUE
YP_003045165.1,ECB_01971,b2065,582,TRUE
YP_003045166.1,ECB_01972,b2066,642,TRUE
YP_003045167.1,ECB_01973,b2067,3306,FALSE
YP_003045168.1,ECB_01974,b2068,849,TRUE
YP_003045169.1,ECB_01975,b2069,1353,TRUE
YP_003045170.1,ECB_01976,b2070,1941,FALSE
YP_003045171.1,ECB_01977,b2072,762,TRUE
YP_003045172.1,ECB_01978,b2073,660,TRUE
YP_003045173.1,ECB_01979,b2074,1248,TRUE
YP_003045174.1,ECB_01980,b2075,3123,FALSE
YP_003045175.1,ECB_01981,b2076,3078,FALSE
YP_003045176.1,ECB_01982,b2077,1416,TRUE
YP_003045177.1,ECB_01983,b2078,1404,TRUE
YP_003045178.1,ECB_01984,b2079,723,TRUE
YP_003045179.1,ECB_01985,b2080,333,FALSE
YP_003045180.1,ECB_01986,b2081,1362,FALSE
YP_003045181.1,ECB_01987,b2082,219,FALSE
YP_003045182.1,ECB_01988,b2083,780,FALSE
YP_003045183.1,ECB_01989,NA,1191,FALSE
YP_003045184.1,ECB_01990,NA,312,FALSE
YP_003045185.1,ECB_01991,NA,147,FALSE
YP_003045186.1,ECB_01992,NA,216,FALSE
YP_003045187.1,ECB_01993,NA,1119,FALSE
YP_003045188.1,ECB_01994,NA,2763,FALSE
YP_003045189.1,ECB_01995,NA,531,FALSE
YP_003045190.1,ECB_01996,NA,870,FALSE
YP_003045191.1,ECB_01997,NA,348,FALSE
YP_003045192.1,ECB_01998,NA,654,FALSE
YP_003045193.1,ECB_01999,NA,786,FALSE
YP_003045194.1,ECB_02000,NA,951,FALSE
YP_003045195.1,ECB_02001,NA,1968,FALSE
YP_003045196.1,ECB_02002,NA,366,FALSE
YP_003045197.1,ECB_02003,NA,1218,FALSE
YP_003045198.1,ECB_02004,NA,2292,FALSE
YP_003045199.1,ECB_02005,NA,276,FALSE
YP_003045200.1,ECB_02006,NA,225,FALSE
YP_003045201.1,ECB_02007,NA,303,FALSE
YP_003045202.1,ECB_02008,NA,225,FALSE
YP_003045203.1,ECB_02009,NA,492,FALSE
YP_003045204.1,ECB_02010,NA,276,FALSE
YP_003045205.1,ECB_02011,NA,372,FALSE
YP_003045206.1,ECB_02012,NA,1014,FALSE
YP_003045207.1,ECB_02013,NA,216,FALSE
YP_003045208.1,ECB_02014,b2085,318,FALSE
YP_003045209.1,ECB_02015,b2086,900,FALSE
YP_003045210.1,ECB_02016,b2089-b2090(b4498),774,FALSE
YP_003045211.1,ECB_02017,b2091,1041,FALSE
YP_003045212.1,ECB_02018,b2092,1356,FALSE
YP_003045213.1,ECB_02019,b2093,285,FALSE
YP_003045214.1,ECB_02020,b2094,453,FALSE
YP_003045215.1,ECB_02022,NA,276,FALSE
YP_003045216.1,ECB_02023,NA,504,FALSE
YP_003045217.1,ECB_02024,b2096,855,FALSE
YP_003045218.1,ECB_02025,b2097,1053,FALSE
YP_003045219.1,ECB_02026,b2098,1278,FALSE
YP_003045220.1,ECB_02027,b2099,1005,TRUE
YP_003045221.1,ECB_02028,b2100,966,FALSE
YP_003045222.1,ECB_02029,b2101,747,TRUE
YP_003045223.1,ECB_02030,b2102,819,TRUE
YP_003045224.1,ECB_02031,b2103,801,TRUE
YP_003045225.1,ECB_02032,b2104,789,TRUE
YP_003045226.1,ECB_02033,NA,246,FALSE
YP_003045227.1,ECB_02034,NA,432,FALSE
YP_003045228.1,ECB_02035,NA,666,FALSE
YP_003045229.1,ECB_02036,NA,264,FALSE
YP_003045230.1,ECB_02037,NA,252,FALSE
YP_003045231.1,ECB_02038,NA,399,FALSE
YP_003045232.1,ECB_02039,NA,192,FALSE
YP_003045233.1,ECB_02040,NA,504,FALSE
YP_003045234.1,ECB_02041,NA,276,FALSE
YP_003045235.1,ECB_02042,b2112,189,FALSE
YP_003045236.1,ECB_02043,b2113,1110,TRUE
YP_003045237.1,ECB_02044,b2114,2034,TRUE
YP_003045238.1,ECB_02045,b2115-b2116-21174(b4499),3795,FALSE
YP_003045239.1,ECB_02046,b2118,3633,FALSE
YP_003045240.1,ECB_02047,b4541,318,FALSE
YP_003045241.1,ECB_02048,b2119,1089,FALSE
YP_003045242.1,ECB_02049,b2120,2280,FALSE
YP_003045243.1,ECB_02050,b2121,1137,FALSE
YP_003045244.1,ECB_02051,b2122,2001,FALSE
YP_003045245.1,ECB_02052,b2123,462,FALSE
YP_003045246.1,ECB_02053,b2124,471,FALSE
YP_003045247.1,ECB_02054,b2125,720,TRUE
YP_003045248.1,ECB_02055,b2126,1686,TRUE
YP_003045249.1,ECB_02056,b2127,732,FALSE
YP_003045250.1,ECB_02057,b4542,108,FALSE
YP_003045251.1,ECB_02058,b2128,732,TRUE
YP_003045252.1,ECB_02059,b2129,927,TRUE
YP_003045253.1,ECB_02060,b2130,1158,TRUE
YP_003045254.1,ECB_02061,b2131,918,TRUE
YP_003045255.1,ECB_02062,b2132,2298,TRUE
YP_003045256.1,ECB_02063,b2133,1716,TRUE
YP_003045257.1,ECB_02064,b2134,933,TRUE
YP_003045258.1,ECB_02065,b2135,588,TRUE
YP_003045259.1,ECB_02066,b2136,579,FALSE
YP_003045260.1,ECB_02067,b2137,762,TRUE
YP_003045261.1,ECB_02068,b2138-b2139,1365,FALSE
YP_003045262.1,ECB_02069,b2140,948,TRUE
YP_003045263.1,ECB_02070,b2141,399,TRUE
YP_003045264.1,ECB_02071,b2142,696,FALSE
YP_003045265.1,ECB_02072,b2143,885,TRUE
YP_003045266.1,ECB_02073,b2144,720,TRUE
YP_003045267.1,ECB_02074,b2145,240,FALSE
YP_003045268.1,ECB_02075,b2146,1239,TRUE
YP_003045269.1,ECB_02076,b2147,1236,FALSE
YP_003045270.1,ECB_02077,b2148,1011,TRUE
YP_003045271.1,ECB_02078,b2149,1521,FALSE
YP_003045272.1,ECB_02079,b2150,999,FALSE
YP_003045273.1,ECB_02080,b2151,1041,TRUE
YP_003045274.1,ECB_02081,b2152,1158,TRUE
YP_003045275.1,ECB_02082,b2153,669,FALSE
YP_003045276.1,ECB_02083,b2154,837,TRUE
YP_003045277.1,ECB_02084,b2155,1992,FALSE
YP_003045278.1,ECB_02085,b2156,1470,TRUE
YP_003045279.1,ECB_02086,b2157,882,TRUE
YP_003045280.1,ECB_02087,b2158,1050,FALSE
YP_003045281.1,ECB_02088,b2159,858,TRUE
