locus_tag,gene,genome,mutator,dN,dS
ECB_00876,poxB,Ara+6_REL10985,TRUE,1,0
ECB_00875,ltaE,Ara+6_REL10985,TRUE,1,0
ECB_00874,ybjT,Ara+6_REL10985,TRUE,1,0
ECB_00873,ybjS,Ara+6_REL10985,TRUE,2,0
ECB_00871,ybjQ,Ara+6_REL10985,TRUE,1,0
ECB_01474,yneB,Ara+6_REL10985,TRUE,1,0
ECB_00479,folD,Ara+6_REL10985,TRUE,1,0
ECB_00472,purK,Ara+6_REL10985,TRUE,1,0
ECB_00470,ylbF,Ara+6_REL10985,TRUE,0,1
ECB_00477,ybcI,Ara+6_REL10985,TRUE,0,1
ECB_01479,yneF,Ara+6_REL10985,TRUE,1,0
ECB_01701,katE,Ara+6_REL10985,TRUE,2,0
ECB_01706,celB,Ara+6_REL10985,TRUE,1,0
ECB_01704,celD,Ara+6_REL10985,TRUE,0,1
ECB_03752,hemN,Ara+6_REL10985,TRUE,1,0
ECB_01597,rnfA,Ara+6_REL10985,TRUE,1,0
ECB_03759,yihN,Ara+6_REL10985,TRUE,1,0
ECB_02917,yqiH,Ara+6_REL10985,TRUE,1,0
ECB_02915,ygiL,Ara+6_REL10985,TRUE,0,1
ECB_02910,ygiC,Ara+6_REL10985,TRUE,1,0
ECB_02170,yfaD,Ara+6_REL10985,TRUE,1,0
ECB_02171,yfaU,Ara+6_REL10985,TRUE,1,0
ECB_02173,yfaW,Ara+6_REL10985,TRUE,1,0
ECB_02175,yfaY,Ara+6_REL10985,TRUE,0,1
ECB_02177,yfaO,Ara+6_REL10985,TRUE,1,0
ECB_02591,rpoS,Ara+6_REL10985,TRUE,1,0
ECB_02596,ispF,Ara+6_REL10985,TRUE,0,1
ECB_02595,ygbO,Ara+6_REL10985,TRUE,1,0
ECB_02751,ygfH,Ara+6_REL10985,TRUE,1,1
ECB_02757,pgk,Ara+6_REL10985,TRUE,1,0
ECB_02355,talA,Ara+6_REL10985,TRUE,1,0
ECB_02356,tktB,Ara+6_REL10985,TRUE,1,0
ECB_02350,eutT,Ara+6_REL10985,TRUE,1,0
ECB_03402,yiaD,Ara+6_REL10985,TRUE,1,0
ECB_03401,bisC,Ara+6_REL10985,TRUE,1,0
ECB_00240,proA,Ara+6_REL10985,TRUE,1,0
ECB_00243,yagR,Ara+6_REL10985,TRUE,0,1
ECB_03243,hofQ,Ara+6_REL10985,TRUE,1,0
ECB_03248,mrcA,Ara+6_REL10985,TRUE,1,0
ECB_04149,yis2,Ara+6_REL10985,TRUE,2,1
ECB_04148,ECB_04148,Ara+6_REL10985,TRUE,1,0
ECB_00782,ybiP,Ara+6_REL10985,TRUE,1,0
ECB_00281,yahL,Ara+6_REL10985,TRUE,0,1
ECB_00282,yahM,Ara+6_REL10985,TRUE,1,0
ECB_00288,prpD,Ara+6_REL10985,TRUE,1,1
ECB_00289,prpE,Ara+6_REL10985,TRUE,0,1
ECB_00040,caiD,Ara+6_REL10985,TRUE,1,0
ECB_00044,caiT,Ara+6_REL10985,TRUE,1,0
ECB_01395,ydcQ,Ara+6_REL10985,TRUE,1,0
ECB_01645,pykF,Ara+6_REL10985,TRUE,1,0
ECB_01396,ydcR,Ara+6_REL10985,TRUE,1,0
ECB_01391,ydcO,Ara+6_REL10985,TRUE,1,0
ECB_01641,ydhW,Ara+6_REL10985,TRUE,1,0
ECB_01640,ydhX,Ara+6_REL10985,TRUE,1,0
ECB_00266,ykgH,Ara+6_REL10985,TRUE,1,0
ECB_00267,betA,Ara+6_REL10985,TRUE,1,0
ECB_01649,sufS,Ara+6_REL10985,TRUE,1,0
ECB_01240,yciV,Ara+6_REL10985,TRUE,1,0
ECB_01249,yciN,Ara+6_REL10985,TRUE,1,0
ECB_00603,mrdB,Ara+6_REL10985,TRUE,0,1
ECB_00604,mrdA,Ara+6_REL10985,TRUE,1,0
ECB_01804,yebS,Ara+6_REL10985,TRUE,2,0
ECB_01802,proQ,Ara+6_REL10985,TRUE,1,0
ECB_00860,potG,Ara+6_REL10985,TRUE,1,0
ECB_00863,ybjO,Ara+6_REL10985,TRUE,1,0
ECB_02371,gcvR,Ara+6_REL10985,TRUE,1,0
ECB_00468,fdrA,Ara+6_REL10985,TRUE,1,0
ECB_00465,ylbA,Ara+6_REL10985,TRUE,1,0
ECB_00466,allC,Ara+6_REL10985,TRUE,1,0
ECB_00462,allB,Ara+6_REL10985,TRUE,1,0
ECB_00463,ybbY,Ara+6_REL10985,TRUE,1,0
ECB_01738,ydjE,Ara+6_REL10985,TRUE,1,0
ECB_01733,selD,Ara+6_REL10985,TRUE,0,1
ECB_01020,ycdO,Ara+6_REL10985,TRUE,1,0
ECB_01026,ycdS,Ara+6_REL10985,TRUE,1,0
ECB_01025,ycdR,Ara+6_REL10985,TRUE,2,1
ECB_01024,ycdQ,Ara+6_REL10985,TRUE,0,1
ECB_02611,ygcN,Ara+6_REL10985,TRUE,1,0
ECB_01126,ycfD,Ara+6_REL10985,TRUE,1,0
ECB_02613,ygcP,Ara+6_REL10985,TRUE,2,0
ECB_02612,ygcO,Ara+6_REL10985,TRUE,1,1
ECB_02617,ygcU,Ara+6_REL10985,TRUE,1,0
ECB_02619,yqcE,Ara+6_REL10985,TRUE,2,0
ECB_02618,ygcW,Ara+6_REL10985,TRUE,1,1
ECB_02299,yfeO,Ara+6_REL10985,TRUE,3,0
ECB_01289,ycjP,Ara+6_REL10985,TRUE,1,0
ECB_02922,rfaE,Ara+6_REL10985,TRUE,1,1
ECB_02924,ygiF,Ara+6_REL10985,TRUE,1,0
ECB_02108,yejB,Ara+6_REL10985,TRUE,2,0
ECB_02107,yejA,Ara+6_REL10985,TRUE,2,0
ECB_02101,yeiP,Ara+6_REL10985,TRUE,1,0
ECB_00435,copA,Ara+6_REL10985,TRUE,1,0
ECB_02102,yeiQ,Ara+6_REL10985,TRUE,1,0
ECB_02726,xerD,Ara+6_REL10985,TRUE,1,0
ECB_02720,ygfU,Ara+6_REL10985,TRUE,1,0
ECB_02722,lysS,Ara+6_REL10985,TRUE,1,0
ECB_03748,yihG,Ara+6_REL10985,TRUE,1,0
ECB_03744,yihD,Ara+6_REL10985,TRUE,1,0
ECB_03410,glyS,Ara+6_REL10985,TRUE,1,0
ECB_03411,glyQ,Ara+6_REL10985,TRUE,1,0
ECB_03413,yiaH,Ara+6_REL10985,TRUE,1,0
ECB_03416,xylB,Ara+6_REL10985,TRUE,3,0
ECB_03417,xylA,Ara+6_REL10985,TRUE,1,0
ECB_03418,xylF,Ara+6_REL10985,TRUE,1,0
ECB_02439,yphE,Ara+6_REL10985,TRUE,1,0
ECB_02430,hcaE,Ara+6_REL10985,TRUE,1,0
ECB_02433,hcaB,Ara+6_REL10985,TRUE,1,0
ECB_02434,hcaD,Ara+6_REL10985,TRUE,1,0
ECB_02437,yphC,Ara+6_REL10985,TRUE,1,0
ECB_03707,metR,Ara+6_REL10985,TRUE,2,0
ECB_02974,yhaJ,Ara+6_REL10985,TRUE,1,0
ECB_02791,mutY,Ara+6_REL10985,TRUE,1,0
ECB_03256,envZ,Ara+6_REL10985,TRUE,3,0
ECB_03255,pckA,Ara+6_REL10985,TRUE,0,1
ECB_02870,hybC,Ara+6_REL10985,TRUE,2,0
ECB_03259,yhgF,Ara+6_REL10985,TRUE,1,0
ECB_02876,yghZ,Ara+6_REL10985,TRUE,2,0
ECB_04152,ECB_04152,Ara+6_REL10985,TRUE,1,0
ECB_04156,fecB,Ara+6_REL10985,TRUE,1,0
ECB_04157,fecA,Ara+6_REL10985,TRUE,2,0
ECB_00486,intD,Ara+6_REL10985,TRUE,0,1
ECB_00071,yabN,Ara+6_REL10985,TRUE,1,0
ECB_00070,tbpA,Ara+6_REL10985,TRUE,1,0
ECB_00324,sbmA,Ara+6_REL10985,TRUE,1,0
ECB_00079,ilvI,Ara+6_REL10985,TRUE,1,0
ECB_01386,tehA,Ara+6_REL10985,TRUE,1,0
ECB_01384,rimL,Ara+6_REL10985,TRUE,1,1
ECB_01385,ydcK,Ara+6_REL10985,TRUE,1,2
ECB_00705,ybgR,Ara+6_REL10985,TRUE,3,0
ECB_01380,ydcJ,Ara+6_REL10985,TRUE,2,0
ECB_00257,ykgA,Ara+6_REL10985,TRUE,1,0
ECB_00256,eaeH,Ara+6_REL10985,TRUE,5,1
ECB_01254,ribA,Ara+6_REL10985,TRUE,2,0
ECB_01255,pgpB,Ara+6_REL10985,TRUE,1,0
ECB_00389,clpX,Ara+6_REL10985,TRUE,1,0
ECB_01253,acnA,Ara+6_REL10985,TRUE,1,0
ECB_00384,ampG,Ara+6_REL10985,TRUE,1,0
ECB_00387,tig,Ara+6_REL10985,TRUE,2,0
ECB_01258,pyrF,Ara+6_REL10985,TRUE,1,0
ECB_00383,cyoA,Ara+6_REL10985,TRUE,1,0
ECB_00382,cyoB,Ara+6_REL10985,TRUE,0,1
ECB_00670,ybgI,Ara+6_REL10985,TRUE,2,0
ECB_00672,ybgK,Ara+6_REL10985,TRUE,1,0
ECB_01816,ptrB,Ara+6_REL10985,TRUE,1,0
ECB_01815,exoX,Ara+6_REL10985,TRUE,0,1
ECB_01810,yebY,Ara+6_REL10985,TRUE,1,0
ECB_00815,ECB_00815,Ara+6_REL10985,TRUE,1,0
ECB_00814,ECB_00814,Ara+6_REL10985,TRUE,1,0
ECB_00817,ECB_00817,Ara+6_REL10985,TRUE,0,1
ECB_00811,ybjI,Ara+6_REL10985,TRUE,1,0
ECB_00490,ECB_00490,Ara+6_REL10985,TRUE,0,1
ECB_00493,emrE,Ara+6_REL10985,TRUE,1,0
ECB_00495,ybcL,Ara+6_REL10985,TRUE,1,0
ECB_00494,ybcK,Ara+6_REL10985,TRUE,0,1
ECB_00496,ybcM,Ara+6_REL10985,TRUE,1,0
ECB_00498,ninE,Ara+6_REL10985,TRUE,1,0
ECB_01654,ydiH,Ara+6_REL10985,TRUE,0,1
ECB_01656,ydiJ,Ara+6_REL10985,TRUE,1,0
ECB_01657,ydiK,Ara+6_REL10985,TRUE,2,0
ECB_01723,ynjB,Ara+6_REL10985,TRUE,1,0
ECB_01724,ynjC,Ara+6_REL10985,TRUE,1,0
ECB_01725,ynjD,Ara+6_REL10985,TRUE,1,0
ECB_01726,ynjE,Ara+6_REL10985,TRUE,0,1
ECB_00928,mukB,Ara+6_REL10985,TRUE,1,0
ECB_00922,kdsB,Ara+6_REL10985,TRUE,1,0
ECB_01034,csgG,Ara+6_REL10985,TRUE,1,0
ECB_01037,csgD,Ara+6_REL10985,TRUE,1,0
ECB_01030,ycdW,Ara+6_REL10985,TRUE,1,0
ECB_01031,ycdX,Ara+6_REL10985,TRUE,1,0
ECB_01033,ycdZ,Ara+6_REL10985,TRUE,1,0
ECB_02603,iap,Ara+6_REL10985,TRUE,1,0
ECB_02601,cysN,Ara+6_REL10985,TRUE,0,1
ECB_02938,ygjF,Ara+6_REL10985,TRUE,1,0
ECB_02284,yfdW,Ara+6_REL10985,TRUE,1,0
ECB_02937,rpoD,Ara+6_REL10985,TRUE,1,0
ECB_02280,evgS,Ara+6_REL10985,TRUE,4,0
ECB_02118,yejM,Ara+6_REL10985,TRUE,0,1
ECB_02119,yejO,Ara+6_REL10985,TRUE,1,0
ECB_02112,bcr,Ara+6_REL10985,TRUE,1,0
ECB_02113,rsuA,Ara+6_REL10985,TRUE,1,0
ECB_02110,yejF,Ara+6_REL10985,TRUE,1,0
ECB_03641,yieP,Ara+6_REL10985,TRUE,1,0
ECB_03640,yieO,Ara+6_REL10985,TRUE,0,1
ECB_03644,yifB,Ara+6_REL10985,TRUE,2,0
ECB_03646,ilvG,Ara+6_REL10985,TRUE,1,0
ECB_02732,yqfB,Ara+6_REL10985,TRUE,1,0
ECB_02733,bglA,Ara+6_REL10985,TRUE,1,0
ECB_02738,visC,Ara+6_REL10985,TRUE,1,0
ECB_03421,xylR,Ara+6_REL10985,TRUE,1,0
ECB_03738,pepQ,Ara+6_REL10985,TRUE,1,1
ECB_03881,zraR,Ara+6_REL10985,TRUE,1,0
ECB_03736,fadA,Ara+6_REL10985,TRUE,2,0
ECB_04022,ampC,Ara+6_REL10985,TRUE,1,0
ECB_03733,rfaH,Ara+6_REL10985,TRUE,1,0
ECB_03884,yjaB,Ara+6_REL10985,TRUE,1,0
ECB_03397,yhjX,Ara+6_REL10985,TRUE,0,1
ECB_03396,yhjW,Ara+6_REL10985,TRUE,2,0
ECB_03395,dppA,Ara+6_REL10985,TRUE,2,0
ECB_03394,dppB,Ara+6_REL10985,TRUE,1,0
ECB_03393,dppC,Ara+6_REL10985,TRUE,1,0
ECB_03392,dppD,Ara+6_REL10985,TRUE,1,0
ECB_03424,avtA,Ara+6_REL10985,TRUE,1,0
ECB_02426,yfhR,Ara+6_REL10985,TRUE,1,0
ECB_02425,suhB,Ara+6_REL10985,TRUE,0,2
ECB_03086,nanR,Ara+6_REL10985,TRUE,1,1
ECB_03085,nanA,Ara+6_REL10985,TRUE,1,0
ECB_03088,sspB,Ara+6_REL10985,TRUE,1,0
ECB_03269,malP,Ara+6_REL10985,TRUE,1,0
ECB_03268,malQ,Ara+6_REL10985,TRUE,1,0
ECB_03261,feoB,Ara+6_REL10985,TRUE,1,0
ECB_03267,gntT,Ara+6_REL10985,TRUE,3,0
ECB_03265,yhgH,Ara+6_REL10985,TRUE,2,1
ECB_03068,yhbH,Ara+6_REL10985,TRUE,2,0
ECB_04015,yjeJ,Ara+6_REL10985,TRUE,2,0
ECB_04014,yjeI,Ara+6_REL10985,TRUE,0,1
ECB_03061,yrbG,Ara+6_REL10985,TRUE,1,0
ECB_04018,ecnA,Ara+6_REL10985,TRUE,1,0
ECB_03064,yrbK,Ara+6_REL10985,TRUE,1,0
ECB_03066,yhbG,Ara+6_REL10985,TRUE,1,0
ECB_04124,valS,Ara+6_REL10985,TRUE,0,1
ECB_04126,pepA,Ara+6_REL10985,TRUE,0,1
ECB_04120,argI,Ara+6_REL10985,TRUE,1,0
ECB_04129,yjgR,Ara+6_REL10985,TRUE,1,0
ECB_01647,ynhG,Ara+6_REL10985,TRUE,1,0
ECB_00269,betI,Ara+6_REL10985,TRUE,2,0
ECB_00069,thiP,Ara+6_REL10985,TRUE,1,0
ECB_01393,ydcP,Ara+6_REL10985,TRUE,2,0
ECB_00060,rluA,Ara+6_REL10985,TRUE,1,0
ECB_00061,hepA,Ara+6_REL10985,TRUE,1,0
ECB_00062,polB,Ara+6_REL10985,TRUE,2,0
ECB_01392,ydcN,Ara+6_REL10985,TRUE,1,0
ECB_00064,araA,Ara+6_REL10985,TRUE,1,0
ECB_04237,yjjA,Ara+6_REL10985,TRUE,1,0
ECB_00712,galE,Ara+6_REL10985,TRUE,1,0
ECB_00713,modF,Ara+6_REL10985,TRUE,1,0
ECB_00711,galT,Ara+6_REL10985,TRUE,1,0
ECB_00245,yagT,Ara+6_REL10985,TRUE,0,1
ECB_01111,ycfT,Ara+6_REL10985,TRUE,1,0
ECB_00248,yagV,Ara+6_REL10985,TRUE,1,0
ECB_00249,yagW,Ara+6_REL10985,TRUE,1,0
ECB_00264,ykgG,Ara+6_REL10985,TRUE,1,0
ECB_00398,cof,Ara+6_REL10985,TRUE,1,0
ECB_00397,ybaE,Ara+6_REL10985,TRUE,0,1
ECB_00394,ybaV,Ara+6_REL10985,TRUE,1,0
ECB_00393,ppiD,Ara+6_REL10985,TRUE,0,1
ECB_00669,ybgH,Ara+6_REL10985,TRUE,1,0
ECB_00667,ybgA,Ara+6_REL10985,TRUE,1,0
ECB_00660,ybfO,Ara+6_REL10985,TRUE,1,0
ECB_01531,rem,Ara+6_REL10985,TRUE,1,0
ECB_01530,ECB_01530,Ara+6_REL10985,TRUE,1,0
ECB_01820,purT,Ara+6_REL10985,TRUE,1,0
ECB_01827,yebA,Ara+6_REL10985,TRUE,1,0
ECB_01534,ECB_01534,Ara+6_REL10985,TRUE,1,1
ECB_01537,ydfX,Ara+6_REL10985,TRUE,0,1
ECB_01288,ycjO,Ara+6_REL10985,TRUE,1,0
ECB_01286,ycjM,Ara+6_REL10985,TRUE,1,0
ECB_01281,pspA,Ara+6_REL10985,TRUE,2,0
ECB_00806,dacC,Ara+6_REL10985,TRUE,1,0
ECB_00807,deoR,Ara+6_REL10985,TRUE,1,0
ECB_00802,yliG,Ara+6_REL10985,TRUE,1,0
ECB_00800,yliE,Ara+6_REL10985,TRUE,2,0
ECB_00801,yliF,Ara+6_REL10985,TRUE,2,1
ECB_00809,cmr,Ara+6_REL10985,TRUE,1,0
ECB_02049,yehM,Ara+6_REL10985,TRUE,1,0
ECB_00482,sfmD,Ara+6_REL10985,TRUE,1,0
ECB_01629,purR,Ara+6_REL10985,TRUE,0,1
ECB_00484,sfmF,Ara+6_REL10985,TRUE,1,0
ECB_01620,nemA,Ara+6_REL10985,TRUE,1,1
ECB_01755,yeaJ,Ara+6_REL10985,TRUE,2,0
ECB_01754,yeaI,Ara+6_REL10985,TRUE,1,0
ECB_01756,yeaK,Ara+6_REL10985,TRUE,1,0
ECB_01750,yeaE,Ara+6_REL10985,TRUE,2,0
ECB_01753,yeaH,Ara+6_REL10985,TRUE,1,0
ECB_01758,yeaL,Ara+6_REL10985,TRUE,1,0
ECB_04233,yjiZ,Ara+6_REL10985,TRUE,0,1
ECB_00939,ssuD,Ara+6_REL10985,TRUE,1,0
ECB_00936,pepN,Ara+6_REL10985,TRUE,1,0
ECB_00935,pncB,Ara+6_REL10985,TRUE,1,1
ECB_02046,yehI,Ara+6_REL10985,TRUE,4,1
ECB_02633,gudX,Ara+6_REL10985,TRUE,0,1
ECB_02632,gudD,Ara+6_REL10985,TRUE,1,0
ECB_02631,barA,Ara+6_REL10985,TRUE,2,0
ECB_02126,ccmC,Ara+6_REL10985,TRUE,2,0
ECB_02124,ccmE,Ara+6_REL10985,TRUE,1,0
ECB_02129,napC,Ara+6_REL10985,TRUE,1,0
ECB_02128,ccmA,Ara+6_REL10985,TRUE,2,0
ECB_03652,ilvC,Ara+6_REL10985,TRUE,1,1
ECB_02709,yqeC,Ara+6_REL10985,TRUE,1,0
ECB_03656,rep,Ara+6_REL10985,TRUE,2,0
ECB_03657,gppA,Ara+6_REL10985,TRUE,2,0
ECB_02703,ygeW,Ara+6_REL10985,TRUE,1,1
ECB_03658,rhlB,Ara+6_REL10985,TRUE,2,0
ECB_02252,yfcA,Ara+6_REL10985,TRUE,2,0
ECB_02706,ygeZ,Ara+6_REL10985,TRUE,1,0
ECB_02704,ygeX,Ara+6_REL10985,TRUE,1,0
ECB_02385,perM,Ara+6_REL10985,TRUE,1,0
ECB_02384,focB,Ara+6_REL10985,TRUE,1,0
ECB_02383,hyfR,Ara+6_REL10985,TRUE,0,1
ECB_02382,hyfJ,Ara+6_REL10985,TRUE,1,0
ECB_03724,ECB_03724,Ara+6_REL10985,TRUE,1,0
ECB_03725,yigN,Ara+6_REL10985,TRUE,1,0
ECB_03890,iclR,Ara+6_REL10985,TRUE,1,0
ECB_03891,metH,Ara+6_REL10985,TRUE,3,0
ECB_02389,uraA,Ara+6_REL10985,TRUE,0,1
ECB_03721,ECB_03721,Ara+6_REL10985,TRUE,1,0
ECB_03477,waaF,Ara+6_REL10985,TRUE,1,0
ECB_03474,tdh,Ara+6_REL10985,TRUE,1,0
ECB_03475,kbl,Ara+6_REL10985,TRUE,0,1
ECB_03470,yibO,Ara+6_REL10985,TRUE,1,0
ECB_00949,pyrD,Ara+6_REL10985,TRUE,1,1
ECB_01143,ycgG,Ara+6_REL10985,TRUE,3,0
ECB_02418,hscA,Ara+6_REL10985,TRUE,0,1
ECB_02416,yfhJ,Ara+6_REL10985,TRUE,0,1
ECB_02415,pepB,Ara+6_REL10985,TRUE,2,0
ECB_02412,yfhM,Ara+6_REL10985,TRUE,1,0
ECB_02411,pbpC,Ara+6_REL10985,TRUE,0,1
ECB_03095,degS,Ara+6_REL10985,TRUE,1,0
ECB_03096,mdh,Ara+6_REL10985,TRUE,0,1
ECB_03092,yhcM,Ara+6_REL10985,TRUE,1,0
ECB_00412,ybaJ,Ara+6_REL10985,TRUE,0,1
ECB_03279,ECB_03279,Ara+6_REL10985,TRUE,1,0
ECB_03277,glpD,Ara+6_REL10985,TRUE,2,1
ECB_03270,malT,Ara+6_REL10985,TRUE,3,1
ECB_03272,rtcB,Ara+6_REL10985,TRUE,1,0
ECB_03273,rtcR,Ara+6_REL10985,TRUE,1,0
ECB_04002,cadA,Ara+6_REL10985,TRUE,1,0
ECB_04003,cadB,Ara+6_REL10985,TRUE,1,0
ECB_04001,yjdL,Ara+6_REL10985,TRUE,1,0
ECB_04004,cadC,Ara+6_REL10985,TRUE,1,0
ECB_04008,dcuA,Ara+6_REL10985,TRUE,1,0
ECB_00944,ycbS,Ara+6_REL10985,TRUE,2,0
ECB_03076,yhcC,Ara+6_REL10985,TRUE,1,0
ECB_03077,gltB,Ara+6_REL10985,TRUE,1,0
ECB_03075,arcB,Ara+6_REL10985,TRUE,1,0
ECB_03380,yhjN,Ara+6_REL10985,TRUE,1,0
ECB_03381,yhjO,Ara+6_REL10985,TRUE,1,0
ECB_03384,yhjS,Ara+6_REL10985,TRUE,1,0
ECB_03386,yhjU,Ara+6_REL10985,TRUE,1,0
ECB_04137,yjgW,Ara+6_REL10985,TRUE,1,0
ECB_04135,yjgB,Ara+6_REL10985,TRUE,2,0
ECB_04132,idnO,Ara+6_REL10985,TRUE,1,0
ECB_04131,idnT,Ara+6_REL10985,TRUE,1,0
ECB_03423,malS,Ara+6_REL10985,TRUE,2,1
ECB_04229,hpaE,Ara+6_REL10985,TRUE,1,0
ECB_00019,nhaR,Ara+6_REL10985,TRUE,1,0
ECB_00018,nhaA,Ara+6_REL10985,TRUE,1,0
ECB_00015,dnaJ,Ara+6_REL10985,TRUE,1,0
ECB_00014,dnaK,Ara+6_REL10985,TRUE,1,1
ECB_04221,hpaC,Ara+6_REL10985,TRUE,1,0
ECB_04226,hpaH,Ara+6_REL10985,TRUE,1,0
ECB_04227,hpaF,Ara+6_REL10985,TRUE,1,0
ECB_04225,hpaI,Ara+6_REL10985,TRUE,1,0
ECB_00235,crl,Ara+6_REL10985,TRUE,1,0
ECB_00231,prfH,Ara+6_REL10985,TRUE,0,1
ECB_00722,ybhH,Ara+6_REL10985,TRUE,2,0
ECB_00233,gpt,Ara+6_REL10985,TRUE,1,0
ECB_00232,pepD,Ara+6_REL10985,TRUE,1,0
ECB_00121,yacC,Ara+6_REL10985,TRUE,1,0
ECB_00652,kdpD,Ara+6_REL10985,TRUE,0,1
ECB_00651,kdpE,Ara+6_REL10985,TRUE,1,0
ECB_00650,ECB_00650,Ara+6_REL10985,TRUE,1,0
ECB_00127,yadH,Ara+6_REL10985,TRUE,1,1
ECB_00654,kdpB,Ara+6_REL10985,TRUE,1,0
ECB_00128,yadI,Ara+6_REL10985,TRUE,0,1
ECB_01290,ycjQ,Ara+6_REL10985,TRUE,1,0
ECB_00348,phoR,Ara+6_REL10985,TRUE,2,0
ECB_01292,ycjS,Ara+6_REL10985,TRUE,2,1
ECB_01293,ycjT,Ara+6_REL10985,TRUE,1,0
ECB_01295,ycjV,Ara+6_REL10985,TRUE,2,0
ECB_01296,ompG,Ara+6_REL10985,TRUE,1,0
ECB_01299,ycjF,Ara+6_REL10985,TRUE,1,0
ECB_00831,ECB_00831,Ara+6_REL10985,TRUE,1,0
ECB_01529,ydfU,Ara+6_REL10985,TRUE,1,0
ECB_00345,sbcC,Ara+6_REL10985,TRUE,3,0
ECB_00344,araJ,Ara+6_REL10985,TRUE,1,0
ECB_00835,ECB_00835,Ara+6_REL10985,TRUE,1,0
ECB_01852,cheZ,Ara+6_REL10985,TRUE,1,0
ECB_01639,ydhU,Ara+6_REL10985,TRUE,1,0
ECB_01637,ydhS,Ara+6_REL10985,TRUE,0,1
ECB_01634,norM,Ara+6_REL10985,TRUE,0,1
ECB_01635,ydhQ,Ara+6_REL10985,TRUE,1,0
ECB_01633,ribC,Ara+6_REL10985,TRUE,1,0
ECB_01744,ydjK,Ara+6_REL10985,TRUE,0,1
ECB_01748,gapA,Ara+6_REL10985,TRUE,1,0
ECB_01749,yeaD,Ara+6_REL10985,TRUE,0,1
ECB_00909,ycaO,Ara+6_REL10985,TRUE,1,0
ECB_00907,pflB,Ara+6_REL10985,TRUE,1,0
ECB_00906,pflA,Ara+6_REL10985,TRUE,2,1
ECB_00904,ycaN,Ara+6_REL10985,TRUE,1,0
ECB_00903,ycaM,Ara+6_REL10985,TRUE,2,0
ECB_02132,napG,Ara+6_REL10985,TRUE,1,0
ECB_02139,alkB,Ara+6_REL10985,TRUE,1,0
ECB_03667,rffH,Ara+6_REL10985,TRUE,1,0
ECB_02242,dedA,Ara+6_REL10985,TRUE,1,0
ECB_02717,ygfQ,Ara+6_REL10985,TRUE,1,0
ECB_02246,flk,Ara+6_REL10985,TRUE,1,1
ECB_02711,ygfK,Ara+6_REL10985,TRUE,3,0
ECB_02712,ssnA,Ara+6_REL10985,TRUE,1,0
ECB_03668,wecD,Ara+6_REL10985,TRUE,1,0
ECB_02398,yfgI,Ara+6_REL10985,TRUE,1,0
ECB_00196,metQ,Ara+6_REL10985,TRUE,1,0
ECB_02390,upp,Ara+6_REL10985,TRUE,1,0
ECB_02393,ppk,Ara+6_REL10985,TRUE,1,0
ECB_03863,rpoB,Ara+6_REL10985,TRUE,0,1
ECB_03717,ysgA,Ara+6_REL10985,TRUE,0,1
ECB_03864,rpoC,Ara+6_REL10985,TRUE,2,0
ECB_02620,ygcE,Ara+6_REL10985,TRUE,1,0
ECB_02621,ECB_02621,Ara+6_REL10985,TRUE,1,0
ECB_03719,ECB_03719,Ara+6_REL10985,TRUE,2,2
ECB_02623,ygcG,Ara+6_REL10985,TRUE,1,0
ECB_02401,xseA,Ara+6_REL10985,TRUE,1,0
ECB_02402,yfgJ,Ara+6_REL10985,TRUE,1,0
ECB_02407,ispG,Ara+6_REL10985,TRUE,1,0
ECB_03281,glgA,Ara+6_REL10985,TRUE,0,1
ECB_03280,glgP,Ara+6_REL10985,TRUE,0,1
ECB_03283,glgX,Ara+6_REL10985,TRUE,1,0
ECB_03284,glgB,Ara+6_REL10985,TRUE,2,0
ECB_03289,gntR,Ara+6_REL10985,TRUE,1,0
ECB_04037,mutL,Ara+6_REL10985,TRUE,1,0
ECB_04033,yjeS,Ara+6_REL10985,TRUE,0,1
ECB_03049,yhbE,Ara+6_REL10985,TRUE,1,0
ECB_04030,psd,Ara+6_REL10985,TRUE,1,0
ECB_03041,glmM,Ara+6_REL10985,TRUE,1,0
ECB_04038,miaA,Ara+6_REL10985,TRUE,0,1
ECB_03449,yibA,Ara+6_REL10985,TRUE,2,0
ECB_03448,rhsA,Ara+6_REL10985,TRUE,2,0
ECB_03910,yjbI,Ara+6_REL10985,TRUE,1,0
ECB_03913,plsB,Ara+6_REL10985,TRUE,2,0
ECB_03447,yibF,Ara+6_REL10985,TRUE,1,0
ECB_03445,selB,Ara+6_REL10985,TRUE,1,0
ECB_03444,yiaY,Ara+6_REL10985,TRUE,2,0
ECB_04107,treC,Ara+6_REL10985,TRUE,2,0
ECB_04105,nrdG,Ara+6_REL10985,TRUE,1,0
ECB_04218,yjiA,Ara+6_REL10985,TRUE,1,0
ECB_04215,hsdM,Ara+6_REL10985,TRUE,1,1
ECB_00002,thrA,Ara+6_REL10985,TRUE,3,0
ECB_04212,mcrB,Ara+6_REL10985,TRUE,1,0
ECB_04211,mcrC,Ara+6_REL10985,TRUE,1,0
ECB_00220,yafQ,Ara+6_REL10985,TRUE,1,0
ECB_00228,yafO,Ara+6_REL10985,TRUE,0,1
ECB_00645,pgm,Ara+6_REL10985,TRUE,1,0
ECB_00647,ybfGH,Ara+6_REL10985,TRUE,1,0
ECB_00136,yadL,Ara+6_REL10985,TRUE,0,1
