locus_tag,Protein_id,Salmonella_locus_tag,Salmonella_Protein_id
ECB_02216,YP_003045408.1,STM2332,NP_461274.1
ECB_02217,YP_003045409.1,STM2333,NP_461275.1
ECB_02218,YP_003045410.1,STM2334,NP_461276.2
ECB_02219,YP_003045411.1,STM2335,NP_461277.1
ECB_02220,YP_003045412.1,STM2336,NP_461278.1
ECB_02221,YP_003045413.1,STM2337,NP_461279.1
ECB_02222,YP_003045414.1,STM2338,NP_461280.1
ECB_02223,YP_003045415.1,STM2339,NP_461281.1
ECB_02224,YP_003045416.1,STM2346,NP_461288.1
ECB_02225,YP_003045417.1,STM2347,NP_461289.1
ECB_02226,YP_003045418.1,STM2348,NP_461290.1
ECB_02227,YP_003045419.1,STM2349,NP_461291.1
ECB_02229,YP_003045421.1,STM2350,NP_461292.1
ECB_02231,YP_003045423.1,STM2351,NP_461293.1
ECB_02232,YP_003045424.1,STM2352,NP_461294.1
ECB_02233,YP_003045425.1,STM2353,NP_461295.1
ECB_02234,YP_003045426.1,STM2354,NP_461296.1
ECB_02235,YP_003045427.1,STM2355,NP_461297.1
ECB_02236,YP_003045428.1,STM2356,NP_461298.1
ECB_02237,YP_003045429.1,STM2362,NP_461304.1
ECB_02238,YP_003045430.1,STM2363,NP_461305.1
ECB_02239,YP_003045431.1,STM2364,NP_461306.1
ECB_02240,YP_003045432.1,STM2365,NP_461307.1
ECB_02241,YP_003045433.1,STM2366,NP_461308.1
ECB_02242,YP_003045434.1,STM2367,NP_461309.1
ECB_02243,YP_003045435.1,STM2368,NP_461310.1
ECB_02244,YP_003045436.1,STM2369,NP_461311.1
ECB_02245,YP_003045437.1,STM2370,NP_461312.1
ECB_02246,YP_003045438.1,STM2371,NP_461313.1
ECB_02247,YP_003045439.1,STM2372,NP_461314.1
ECB_02248,YP_003045440.1,STM2378,NP_461320.1
ECB_02249,YP_003045441.1,STM2379,NP_461321.2
ECB_02250,YP_003045442.1,STM2380,NP_461322.1
ECB_02251,YP_003045443.1,STM2381,NP_461323.1
ECB_02252,YP_003045444.1,STM2382,NP_461324.1
ECB_02253,YP_003045445.1,STM2383,NP_461325.1
ECB_02254,YP_003045446.1,STM2384,NP_461326.1
ECB_02255,YP_003045447.1,STM2385,NP_461327.1
ECB_02256,YP_003045448.1,STM2386,NP_461328.1
ECB_02257,YP_003045449.1,STM0201,NP_459206.1
ECB_02258,YP_003045450.1,STM0200,NP_459205.1
ECB_02259,YP_003045451.1,STM0199,NP_459204.1
ECB_02260,YP_003045452.1,STM0198,NP_459203.1
ECB_02261,YP_003045453.1,STM0197,NP_459202.1
ECB_02262,YP_003045454.1,STM0196,NP_459201.1
ECB_02263,YP_003045455.1,STM0195,NP_459200.1
ECB_02264,YP_003045456.1,STM2387,NP_461329.1
ECB_02265,YP_003045457.1,STM2388,NP_461330.1
ECB_02266,YP_003045458.1,STM2389,NP_461331.1
ECB_02267,YP_003045459.1,STM2390,NP_461332.1
ECB_02268,YP_003045460.1,STM2391,NP_461333.1
ECB_02272,YP_003045463.1,STM2392,NP_461334.1
ECB_02273,YP_003045464.1,STM2393,NP_461335.1
ECB_02274,YP_003045465.1,STM3800,NP_462701.1
ECB_02275,YP_003045466.1,STM3801,NP_462702.1
ECB_02276,YP_003045467.1,STM3802,NP_462703.1
ECB_02285,YP_003045476.1,STM3030,NP_461947.1
ECB_02287,YP_003045478.1,STM2400,NP_461341.1
ECB_02288,YP_003045479.1,STM2401,NP_461342.1
ECB_02289,YP_003045480.1,STM2402,NP_461343.1
ECB_02298,YP_003045489.1,STM2403,NP_461344.1
ECB_02299,YP_003045490.1,STM2404,NP_461345.1
ECB_02300,YP_003045491.1,STM2407,NP_461348.1
ECB_02301,YP_003045492.1,STM2408,NP_461349.1
ECB_02302,YP_003045493.1,STM2409,NP_461350.1
ECB_02303,YP_003045494.1,STM2410,NP_461351.1
ECB_02304,YP_003045495.1,STM2413,NP_461352.1
ECB_02305,YP_003045496.1,STM2414,NP_461353.1
ECB_02306,YP_003045497.1,STM2415,NP_461354.1
ECB_02308,YP_003045499.1,STM2424,NP_461359.1
ECB_02309,YP_003045500.1,STM2425,NP_461360.1
ECB_02310,YP_003045501.1,STM2426,NP_461361.2
ECB_02311,YP_003045502.1,STM2427,NP_461362.1
ECB_02312,YP_003045503.1,STM2428,NP_461363.1
ECB_02313,YP_003045504.1,STM2429,NP_461364.1
ECB_02314,YP_003045505.1,STM2430,NP_461365.1
ECB_02315,YP_003045506.1,STM2431,NP_461366.1
ECB_02316,YP_003045507.1,STM2432,NP_461367.1
ECB_02317,YP_003045508.1,STM2433,NP_461368.1
ECB_02318,YP_003045509.1,STM2435,NP_461370.1
ECB_02319,YP_003045510.1,STM2438,NP_461373.1
ECB_02321,YP_003045512.1,STM2440,NP_461375.1
ECB_02322,YP_003045513.1,STM2441,NP_461376.1
ECB_02324,YP_003045515.1,STM2443,NP_461378.1
ECB_02325,YP_003045516.1,STM2444,NP_461379.1
ECB_02326,YP_003045517.1,STM2445,NP_461380.1
ECB_02329,YP_003045520.1,STM2570,NP_461505.1
ECB_02331,YP_003045522.1,STM2446,NP_461381.1
ECB_02332,YP_003045523.1,STM2447,NP_461382.1
ECB_02333,YP_003045524.1,STM2448,NP_461383.1
ECB_02335,YP_003045526.1,STM2450,NP_461385.1
ECB_02336,YP_003045527.1,STM2451,NP_461386.1
ECB_02337,YP_003045528.1,STM2454,NP_461389.1
ECB_02338,YP_003045529.1,STM2455,NP_461390.1
ECB_02339,YP_003045530.1,STM2456,NP_461391.1
ECB_02340,YP_003045531.1,STM2457,NP_461392.1
ECB_02341,YP_003045532.1,STM2458,NP_461393.1
ECB_02342,YP_003045533.1,STM2459,NP_461394.1
ECB_02343,YP_003045534.1,STM2460,NP_461395.1
ECB_02344,YP_003045535.1,STM2461,NP_461396.1
ECB_02345,YP_003045536.1,STM2462,NP_461397.1
ECB_02346,YP_003045537.1,STM2463,NP_461398.1
ECB_02347,YP_003045538.1,STM2464,NP_461399.2
ECB_02348,YP_003045539.1,STM2465,NP_461400.1
ECB_02349,YP_003045540.1,STM2466,NP_461401.1
ECB_02350,YP_003045541.1,STM2467,NP_461402.1
ECB_02351,YP_003045542.1,STM2468,NP_461403.1
ECB_02352,YP_003045543.1,STM2469,NP_461404.1
ECB_02353,YP_003045544.1,STM2470,NP_461405.1
ECB_02354,YP_003045545.1,STM2472,NP_461407.1
ECB_02355,YP_003045546.1,STM2473,NP_461408.1
ECB_02357,YP_003045548.1,STM2476,NP_461411.1
ECB_02358,YP_003045549.1,STM2477,NP_461412.1
ECB_02360,YP_003045551.1,STM2480,NP_461415.1
ECB_02362,YP_003045553.1,STM2482,NP_461417.1
ECB_02363,YP_003045554.1,STM2483,NP_461418.1
ECB_02364,YP_003045555.1,STM2484,NP_461419.1
ECB_02366,YP_003045557.1,STM2485,NP_461420.1
ECB_02367,YP_003045558.1,STM2486,NP_461421.1
ECB_02368,YP_003045559.1,STM2487,NP_461422.1
ECB_02369,YP_003045560.1,STM2488,NP_461423.1
ECB_02370,YP_003045561.1,STM2489,NP_461424.1
ECB_02371,YP_003045562.1,STM2490,NP_461425.2
ECB_02372,YP_003045563.1,STM2491,NP_461426.1
ECB_02385,YP_003045575.1,STM2493,NP_461428.1
ECB_02386,YP_003045576.1,STM2494,NP_461429.1
ECB_02387,YP_003045577.1,STM2495,NP_461430.1
ECB_02388,YP_003045578.1,STM2496,NP_461431.1
ECB_02389,YP_003045579.1,STM2497,NP_461432.1
ECB_02390,YP_003045580.1,STM2498,NP_461433.1
ECB_02392,YP_003045582.1,STM2500,NP_461435.1
ECB_02393,YP_003045583.1,STM2501,NP_461436.1
ECB_02394,YP_003045584.1,STM2502,NP_461437.1
ECB_02395,YP_003045585.1,STM2503,NP_461438.1
ECB_02396,YP_003045586.1,STM2506,NP_461441.1
ECB_02399,YP_003045589.1,STM2510,NP_461445.1
ECB_02400,YP_003045590.1,STM2511,NP_461446.1
ECB_02401,YP_003045591.1,STM2512,NP_461447.1
ECB_02402,YP_003045592.1,STM2518,NP_461453.1
ECB_02403,YP_003045593.1,STM2519,NP_461454.1
ECB_02404,YP_003045594.1,STM2520,NP_461455.1
ECB_02405,YP_003045595.1,STM2521,NP_461456.1
ECB_02406,YP_003045596.1,STM2522,NP_461457.1
ECB_02407,YP_003045597.1,STM2523,NP_461458.1
ECB_02408,YP_003045598.1,STM2524,NP_461459.1
ECB_02409,YP_003045599.1,STM2525,NP_461460.1
ECB_02410,YP_003045600.1,STM2526,NP_461461.1
ECB_02411,YP_003045601.1,STM2531,NP_461466.1
ECB_02412,YP_003045602.1,STM2532,NP_461467.1
ECB_02413,YP_003045603.1,STM2533,NP_461468.1
ECB_02414,YP_003045604.1,STM2535,NP_461470.2
ECB_02415,YP_003045605.1,STM2536,NP_461471.1
ECB_02416,YP_003045606.1,STM2537,NP_461472.1
ECB_02417,YP_003045607.1,STM2538,NP_461473.1
ECB_02418,YP_003045608.1,STM2539,NP_461474.1
ECB_02419,YP_003045609.1,STM2540,NP_461475.1
ECB_02420,YP_003045610.1,STM2541,NP_461476.1
ECB_02421,YP_003045611.1,STM2542,NP_461477.1
ECB_02422,YP_003045612.1,STM2543,NP_461478.1
ECB_02423,YP_003045613.1,STM2544,NP_461479.1
ECB_02424,YP_003045614.1,STM2545,NP_461480.1
ECB_02425,YP_003045615.1,STM2546,NP_461481.1
ECB_02426,YP_003045616.1,STM2547,NP_461482.1
ECB_02427,YP_003045617.1,STM2553,NP_461488.1
ECB_02428,YP_003045618.1,STM2554,NP_461489.1
ECB_02443,YP_003045633.1,STM2555,NP_461490.1
ECB_02444,YP_003045634.1,STM2556,NP_461491.1
ECB_02445,YP_003045635.1,STM2561,NP_461496.1
ECB_02446,YP_003045636.1,STM2562,NP_461497.1
ECB_02447,YP_003045637.1,STM2563,NP_461498.1
ECB_02448,YP_003045638.1,STM2564,NP_461499.1
ECB_02449,YP_003045639.1,STM2565,NP_461500.1
ECB_02453,YP_003045642.1,STM2568,NP_461503.1
ECB_02454,YP_003045643.1,STM2569,NP_461504.1
ECB_02455,YP_003045644.1,STM2572,NP_461507.1
ECB_02456,YP_003045645.1,STM2576,NP_461511.1
ECB_02457,YP_003045646.1,STM2577,NP_461512.1
ECB_02458,YP_003045647.1,STM2578,NP_461513.1
ECB_02459,YP_003045648.1,STM2579,NP_461514.1
ECB_02460,YP_003045649.1,STM2580,NP_461515.1
ECB_02461,YP_003045650.1,STM2581,NP_461516.1
ECB_02462,YP_003045651.1,STM2582,NP_461517.1
ECB_02463,YP_003045652.1,STM2583,NP_461518.1
ECB_02464,YP_003045653.1,STM2637,NP_461572.1
ECB_02465,YP_003045654.1,STM2638,NP_461573.1
ECB_02466,YP_003045655.1,STM2639,NP_461574.1
ECB_02467,YP_003045656.1,STM2640,NP_461575.1
ECB_02468,YP_003045657.1,STM2641,NP_461576.1
ECB_02469,YP_003045658.1,STM2642,NP_461577.1
ECB_02470,YP_003045659.1,STM2643,NP_461578.1
ECB_02471,YP_003045660.1,STM2644,NP_461579.1
ECB_02472,YP_003045661.1,STM2645,NP_461580.1
ECB_02473,YP_003045662.1,STM2646,NP_461581.1
ECB_02474,YP_003045663.1,STM2647,NP_461582.1
ECB_02475,YP_003045664.1,STM2648,NP_461583.1
ECB_02476,YP_003045665.1,STM2649,NP_461584.1
ECB_02477,YP_003045666.1,STM2650,NP_461585.1
ECB_02478,YP_003045667.1,STM2651,NP_461586.1
ECB_02479,YP_003045668.1,STM2652,NP_461587.1
ECB_02480,YP_003045669.1,STM2653,NP_461588.1
ECB_02481,YP_003045670.1,STM2654,NP_461589.1
ECB_02482,YP_003045671.1,STM2660,NP_461591.1
ECB_02483,YP_003045672.1,STM2661,NP_461592.1
ECB_02484,YP_003045673.1,STM2662,NP_461593.1
ECB_02485,YP_003045674.1,STM2663,NP_461594.1
ECB_02486,YP_003045675.1,STM2665,NP_461595.1
ECB_02488,YP_003045677.1,STM2667,NP_461597.1
ECB_02489,YP_003045678.1,STM2669,NP_461599.1
ECB_02490,YP_003045679.1,STM2670,NP_461600.1
ECB_02492,YP_003045681.1,STM2671,NP_461601.1
ECB_02493,YP_003045682.1,STM2672,NP_461602.1
ECB_02495,YP_003045684.1,STM2673,NP_461603.1
ECB_02496,YP_003045685.1,STM2674,NP_461604.1
ECB_02497,YP_003045686.1,STM2675,NP_461605.1
ECB_02498,YP_003045687.1,STM2676,NP_461606.1
ECB_02499,YP_003045688.1,STM2677,NP_461607.1
ECB_02500,YP_003045689.1,STM2678,NP_461608.1
ECB_02501,YP_003045690.1,STM2679,NP_461609.2
ECB_02502,YP_003045691.1,STM2681,NP_461611.1
ECB_02503,YP_003045692.1,STM2683,NP_461613.1
ECB_02504,YP_003045693.1,STM2684,NP_461614.1
ECB_02506,YP_003045695.1,STM2686,NP_461616.1
ECB_02507,YP_003045696.1,STM2687,NP_461617.1
ECB_02508,YP_003045697.1,STM2688,NP_461618.1
ECB_02509,YP_003045698.1,STM2740,NP_461667.1
ECB_02515,YP_003045704.1,STM2789,NP_461715.2
ECB_02516,YP_003045705.1,STM2790,NP_461716.1
ECB_02517,YP_003045706.1,STM2791,NP_461717.1
ECB_02518,YP_003045707.1,STM2792,NP_461718.1
ECB_02519,YP_003045708.1,STM2793,NP_461719.1
ECB_02520,YP_003045709.1,STM2794,NP_461720.1
ECB_02521,YP_003045710.1,STM2795,NP_461721.1
ECB_02522,YP_003045711.1,STM2796,NP_461722.1
ECB_02523,YP_003045712.1,STM2797,NP_461723.1
ECB_02524,YP_003045713.1,STM2798,NP_461724.1
ECB_02525,YP_003045714.1,STM2799,NP_461725.1
ECB_02526,YP_003045715.1,STM2800,NP_461726.1
ECB_02527,YP_003045716.1,STM2801,NP_461727.1
ECB_02528,YP_003045717.1,STM2802,NP_461728.1
ECB_02529,YP_003045718.1,STM2805,NP_461731.1
ECB_02530,YP_003045719.1,STM2806,NP_461732.1
ECB_02531,YP_003045720.1,STM2807,NP_461733.1
ECB_02532,YP_003045721.1,STM2808,NP_461734.1
ECB_02533,YP_003045722.1,STM2809,NP_461735.1
ECB_02534,YP_003045723.1,STM2810,NP_461736.1
ECB_02535,YP_003045724.1,STM2811,NP_461737.1
ECB_02536,YP_003045725.1,STM2812,NP_461738.1
ECB_02539,YP_003045728.1,STM2813,NP_461739.1
ECB_02540,YP_003045729.1,STM2814,NP_461740.1
ECB_02541,YP_003045730.1,STM2815,NP_461741.1
ECB_02542,YP_003045731.1,STM2817,NP_461743.1
ECB_02543,YP_003045732.1,STM2818,NP_461744.1
ECB_02544,YP_003045733.1,STM2819,NP_461745.1
ECB_02545,YP_003045734.1,STM2820,NP_461746.1
ECB_02546,YP_003045735.1,STM2826,NP_461747.1
ECB_02547,YP_003045736.1,STM2827,NP_461748.1
ECB_02548,YP_003045737.1,STM2828,NP_461749.1
ECB_02549,YP_003045738.1,STM2829,NP_461750.1
ECB_02550,YP_003045739.1,STM2830,NP_461751.1
ECB_02551,YP_003045740.1,STM2831,NP_461752.1
ECB_02552,YP_003045741.1,STM2832,NP_461753.1
ECB_02553,YP_003045742.1,STM2833,NP_461754.1
ECB_02554,YP_003045743.1,STM2834,NP_461755.1
ECB_02555,YP_003045744.1,STM2835,NP_461756.1
ECB_02556,YP_003045745.1,STM2836,NP_461757.1
ECB_02557,YP_003045746.1,STM2837,NP_461758.1
ECB_02559,YP_003045748.1,STM2839,NP_461760.1
ECB_02560,YP_003045749.1,STM2840,NP_461761.1
ECB_02561,YP_003045750.1,STM2841,NP_461762.1
ECB_02562,YP_003045751.1,STM2842,NP_461763.1
ECB_02563,YP_003045752.1,STM2843,NP_461764.1
ECB_02567,YP_003045756.1,STM2845,NP_461766.1
ECB_02568,YP_003045757.1,STM2846,NP_461767.1
ECB_02569,YP_003045758.1,STM2847,NP_461768.1
ECB_02570,YP_003045759.1,STM2848,NP_461769.1
ECB_02572,YP_003045761.1,STM2850,NP_461771.1
ECB_02573,YP_003045762.1,STM2851,NP_461772.1
ECB_02574,YP_003045763.1,STM2852,NP_461773.1
ECB_02575,YP_003045764.1,STM2853,NP_461774.1
ECB_02576,YP_003045765.1,STM2854,NP_461775.1
ECB_02577,YP_003045766.1,STM2855,NP_461776.1
ECB_02578,YP_003045767.1,STM2856,NP_461777.1
ECB_02579,YP_003045768.1,STM2857,NP_461778.1
ECB_02580,YP_003045769.1,STM2858,NP_461779.2
ECB_02581,YP_003045770.1,STM2859,NP_461780.1
ECB_02582,YP_003045771.1,STM2860,NP_461781.1
ECB_02583,YP_003045772.1,STM2909,NP_461830.1
ECB_02584,YP_003045773.1,STM2907,NP_461828.1
ECB_02585,YP_003045774.1,STM2919,NP_461840.1
ECB_02586,YP_003045775.1,STM2918,NP_461839.1
ECB_02587,YP_003045776.1,STM2917,NP_461838.1
ECB_02588,YP_003045777.1,STM2916,NP_461837.1
ECB_02589,YP_003045778.1,STM2915,NP_461836.1
ECB_02591,YP_003045780.1,STM2924,NP_461845.1
ECB_02592,YP_003045781.1,STM2925,NP_461846.1
ECB_02593,YP_003045782.1,STM2926,NP_461847.1
ECB_02594,YP_003045783.1,STM2927,NP_461848.1
ECB_02595,YP_003045784.1,STM2928,NP_461849.1
ECB_02596,YP_003045785.1,STM2929,NP_461850.1
ECB_02597,YP_003045786.1,STM2930,NP_461851.1
ECB_02598,YP_003045787.1,STM2931,NP_461852.1
ECB_02599,YP_003045788.1,STM2932,NP_461853.2
ECB_02600,YP_003045789.1,STM2933,NP_461854.1
ECB_02601,YP_003045790.1,STM2934,NP_461855.1
ECB_02602,YP_003045791.1,STM2935,NP_461856.1
ECB_02603,YP_003045792.1,STM2936,NP_461857.1
ECB_02607,YP_003045796.1,STM2946,NP_461867.1
ECB_02608,YP_003045797.1,STM2947,NP_461868.1
ECB_02609,YP_003045798.1,STM2948,NP_461869.1
ECB_02610,YP_003045799.1,STM2949,NP_461870.1
ECB_02622,YP_003045811.1,STM2951,NP_461872.1
ECB_02624,YP_003045813.1,STM2952,NP_461873.1
ECB_02625,YP_003045814.1,STM2953,NP_461874.1
ECB_02626,YP_003045815.1,STM2954,NP_461875.1
ECB_02629,YP_003045818.1,STM2956,NP_461877.1
ECB_02630,YP_003045819.1,STM2957,NP_461878.1
ECB_02631,YP_003045820.1,STM2958,NP_461879.1
ECB_02632,YP_003045821.1,STM2960,NP_461881.1
ECB_02633,YP_003045822.1,STM2961,NP_461882.1
ECB_02634,YP_003045823.1,STM2962,NP_461883.1
ECB_02635,YP_003045824.1,STM2963,NP_461884.1
ECB_02636,YP_003045825.1,STM2964,NP_461885.1
ECB_02637,YP_003045826.1,STM2965,NP_461886.1
ECB_02638,YP_003045827.1,STM2967,NP_461887.1
ECB_02639,YP_003045828.1,STM2968,NP_461888.1
ECB_02640,YP_003045829.1,STM2969,NP_461889.1
ECB_02641,YP_003045830.1,STM2970,NP_461890.1
ECB_02643,YP_003045832.1,STM2972,NP_461892.2
ECB_02644,YP_003045833.1,STM2973,NP_461893.1
ECB_02653,YP_003045841.1,STM2976,NP_461895.1
ECB_02654,YP_003045842.1,STM2977,NP_461896.1
ECB_02655,YP_003045843.1,STM2978,NP_461897.1
ECB_02656,YP_003045844.1,STM2979,NP_461898.1
ECB_02657,YP_003045845.1,STM2980,NP_461899.1
ECB_02658,YP_003045846.1,STM2981,NP_461900.1
ECB_02659,YP_003045847.1,STM2982,NP_461901.1
ECB_02660,YP_003045848.1,STM2983,NP_461902.1
ECB_02661,YP_003045849.1,STM2984,NP_461903.1
ECB_02662,YP_003045850.1,STM2985,NP_461904.1
ECB_02663,YP_003045851.1,STM2987,NP_461906.1
ECB_02664,YP_003045852.1,STM2988,NP_461907.1
ECB_02665,YP_003045853.1,STM2991,NP_461908.1
ECB_02666,YP_003045854.1,STM2992,NP_461909.1
ECB_02667,YP_003045855.1,STM2993,NP_461910.1
ECB_02668,YP_003045856.1,STM2994,NP_461911.1
ECB_02669,YP_003045857.1,STM2995,NP_461912.1
ECB_02670,YP_003045858.1,STM2996,NP_461913.1
ECB_02671,YP_003045859.1,STM2997,NP_461914.1
ECB_02672,YP_003045860.1,STM2998,NP_461915.1
ECB_02673,YP_003045861.1,STM2999,NP_461916.1
ECB_02674,YP_003045862.1,STM3000,NP_461917.1
ECB_02675,YP_003045863.1,STM3001,NP_461918.1
ECB_02676,YP_003045864.1,STM3002,NP_461919.1
ECB_02677,YP_003045865.1,STM3003,NP_461920.1
ECB_02678,YP_003045866.1,STM3004,NP_461921.1
ECB_02679,YP_003045867.1,STM3005,NP_461922.1
ECB_02680,YP_003045868.1,STM3006,NP_461923.1
ECB_02681,YP_003045869.1,STM3007,NP_461924.1
ECB_02682,YP_003045870.1,STM3008,NP_461925.1
ECB_02683,YP_003045871.1,STM3009,NP_461926.1
ECB_02684,YP_003045872.1,STM3010,NP_461927.1
ECB_02685,YP_003045873.1,STM3011,NP_461928.1
ECB_02686,YP_003045874.1,STM3013,NP_461930.1
ECB_02687,YP_003045875.1,STM3014,NP_461931.1
ECB_02688,YP_003045876.1,STM3015,NP_461932.1
ECB_02689,YP_003045877.1,STM3016,NP_461933.1
ECB_02690,YP_003045878.1,STM3017,NP_461934.1
ECB_02691,YP_003045879.1,STM3018,NP_461935.1
ECB_02692,YP_003045880.1,STM3019,NP_461936.1
ECB_02693,YP_003045881.1,STM3022,NP_461939.1
ECB_02694,YP_003045882.1,STM3756,NP_462655.1
ECB_02698,YP_003045886.1,STM3038,NP_461954.1
ECB_02704,YP_003045892.1,STM1002,NP_459977.1
ECB_02721,YP_003045909.1,STM3039,NP_461955.1
ECB_02724,YP_003045912.1,STM3042,NP_461958.1
ECB_02725,YP_003045913.1,STM3043,NP_461959.1
ECB_02726,YP_003045914.1,STM3044,NP_461960.1
ECB_02727,YP_003045915.1,STM3045,NP_461961.1
ECB_02728,YP_003045916.1,STM3046,NP_461962.1
ECB_02729,YP_003045917.1,STM3047,NP_461963.1
ECB_02730,YP_003045918.1,STM3048,NP_461964.1
ECB_02731,YP_003045919.1,STM3049,NP_461965.1
ECB_02732,YP_003045920.1,STM3050,NP_461966.1
ECB_02733,YP_003045921.1,STM3051,NP_461967.1
ECB_02735,YP_003045923.1,STM3053,NP_461969.1
ECB_02736,YP_003045924.1,STM3054,NP_461970.1
ECB_02737,YP_003045925.1,STM3055,NP_461971.1
ECB_02738,YP_003045926.1,STM3056,NP_461972.1
ECB_02739,YP_003045927.1,STM3057,NP_461973.1
ECB_02740,YP_003045928.1,STM3058,NP_461974.1
ECB_02742,YP_003045930.1,STM3060,NP_461976.1
ECB_02743,YP_003045931.1,STM3061,NP_461977.1
ECB_02744,YP_003045932.1,STM3062,NP_461978.1
ECB_02745,YP_003045933.1,STM3063,NP_461979.1
ECB_02747,YP_003045935.1,STM3064,NP_461980.1
ECB_02753,YP_003045941.1,STM3065,NP_461981.1
ECB_02754,YP_003045942.1,STM3066,NP_461982.1
ECB_02755,YP_003045943.1,STM3067,NP_461983.1
ECB_02756,YP_003045944.1,STM3068,NP_461984.1
ECB_02757,YP_003045945.1,STM3069,NP_461985.1
ECB_02758,YP_003045946.1,STM3070,NP_461986.1
ECB_02766,YP_003045954.1,STM3077,NP_461993.1
ECB_02767,YP_003045955.1,STM3078,NP_461994.1
ECB_02768,YP_003045956.1,STM3086,NP_462002.1
ECB_02771,YP_003045959.1,STM3089,NP_462005.1
ECB_02772,YP_003045960.1,STM3090,NP_462006.1
ECB_02773,YP_003045961.1,STM3091,NP_462007.1
ECB_02774,YP_003045962.1,STM3092,NP_462008.1
ECB_02775,YP_003045963.1,STM3093,NP_462009.1
ECB_02776,YP_003045964.1,STM3094,NP_462010.2
ECB_02777,YP_003045965.1,STM3095,NP_462011.1
ECB_02778,YP_003045966.1,STM3096,NP_462012.1
ECB_02779,YP_003045967.1,STM3097,NP_462013.1
ECB_02780,YP_003045968.1,STM3099,NP_462015.1
ECB_02781,YP_003045969.1,STM3100,NP_462016.1
ECB_02782,YP_003045970.1,STM3101,NP_462017.1
ECB_02783,YP_003045971.1,STM3102,NP_462018.1
ECB_02784,YP_003045972.1,STM3103,NP_462019.1
ECB_02785,YP_003045973.1,STM3104,NP_462020.1
ECB_02786,YP_003045974.1,STM3105,NP_462021.1
ECB_02787,YP_003045975.1,STM3106,NP_462022.1
ECB_02788,YP_003045976.1,STM3107,NP_462023.1
ECB_02789,YP_003045977.1,STM3108,NP_462024.1
ECB_02790,YP_003045978.1,STM3109,NP_462025.1
ECB_02791,YP_003045979.1,STM3110,NP_462026.1
ECB_02792,YP_003045980.1,STM3111,NP_462027.1
ECB_02793,YP_003045981.1,STM3112,NP_462028.1
ECB_02794,YP_003045982.1,STM3113,NP_462029.1
ECB_02796,YP_003045984.1,STM3115,NP_462031.1
ECB_02864,YP_003046050.1,STM3139,NP_462054.1
ECB_02865,YP_003046051.1,STM3140,NP_462055.1
ECB_02866,YP_003046052.1,STM3143,NP_462058.1
ECB_02867,YP_003046053.1,STM3144,NP_462059.1
ECB_02868,YP_003046054.1,STM3145,NP_462060.1
ECB_02869,YP_003046055.1,STM3146,NP_462061.1
ECB_02870,YP_003046056.1,STM3147,NP_462062.1
ECB_02871,YP_003046057.1,STM3148,NP_462063.1
ECB_02872,YP_003046058.1,STM3149,NP_462064.1
ECB_02874,YP_003046059.1,STM3151,NP_462066.1
ECB_02877,YP_003046062.1,STM3153,NP_462068.1
ECB_02878,YP_003046063.1,STM3157,NP_462072.1
ECB_02879,YP_003046064.1,STM3158,NP_462073.1
ECB_02880,YP_003046065.1,STM3159,NP_462074.1
ECB_02881,YP_003046066.1,STM3161,NP_462076.1
ECB_02882,YP_003046067.1,STM3162,NP_462077.1
ECB_02883,YP_003046068.1,STM3163,NP_462078.1
ECB_02884,YP_003046069.1,STM3164,NP_462079.1
ECB_02885,YP_003046070.1,STM3165,NP_462080.1
ECB_02888,YP_003046073.1,STM3168,NP_462083.1
ECB_02889,YP_003046074.1,STM3172,NP_462087.1
ECB_02890,YP_003046075.1,STM3173,NP_462088.1
ECB_02891,YP_003046076.1,STM3174,NP_462089.1
ECB_02896,YP_003046081.1,STM3176,NP_462091.1
ECB_02897,YP_003046082.1,STM3177,NP_462092.1
ECB_02898,YP_003046083.1,STM3178,NP_462093.1
ECB_02900,YP_003046085.1,STM3179,NP_462094.1
ECB_02901,YP_003046086.1,STM3180,NP_462095.1
ECB_02902,YP_003046087.1,STM3181,NP_462096.1
ECB_02903,YP_003046088.1,STM3182,NP_462097.1
ECB_02904,YP_003046089.1,STM3183,NP_462098.1
ECB_02905,YP_003046090.1,STM3184,NP_462099.1
ECB_02906,YP_003046091.1,STM3185,NP_462100.1
ECB_02907,YP_003046092.1,STM3186,NP_462101.2
ECB_02909,YP_003046094.1,STM3187,NP_462102.1
ECB_02910,YP_003046095.1,STM3188,NP_462103.1
ECB_02911,YP_003046096.1,STM3189,NP_462104.1
ECB_02912,YP_003046097.1,STM3190,NP_462105.1
ECB_02913,YP_003046098.1,STM3195,NP_462110.1
ECB_02919,YP_003046104.1,STM3197,NP_462112.1
ECB_02920,YP_003046105.1,STM3198,NP_462113.1
ECB_02921,YP_003046106.1,STM3199,NP_462114.1
ECB_02922,YP_003046107.1,STM3200,NP_462115.1
ECB_02923,YP_003046108.1,STM3201,NP_462116.1
ECB_02924,YP_003046109.1,STM3202,NP_462117.1
ECB_02925,YP_003046110.1,STM3203,NP_462118.1
ECB_02926,YP_003046111.1,STM3204,NP_462119.1
ECB_02927,YP_003046112.1,STM3205,NP_462120.2
ECB_02928,YP_003046113.1,STM3206,NP_462121.2
ECB_02929,YP_003046114.1,STM3207,NP_462122.1
ECB_02931,YP_003046116.1,STM3355,NP_462265.1
ECB_02932,YP_003046117.1,STM3354,NP_462264.1
