lcl|NC_012967.1_cdsid_YP_003047245.1	lcl|NC_003197.1_prot_NP_463288.1_4286
lcl|NC_012967.1_cdsid_YP_003043511.1	lcl|NC_003197.1_prot_NP_459361.1_357
lcl|NC_012967.1_cdsid_YP_003045147.1	lcl|NC_003197.1_prot_NP_461048.1_2046
lcl|NC_012967.1_cdsid_YP_003046811.1	lcl|NC_003197.1_prot_NP_462782.1_3780
lcl|NC_012967.1_cdsid_YP_003044094.1	lcl|NC_003197.1_prot_NP_459912.1_908
lcl|NC_012967.1_cdsid_YP_003043589.1	lcl|NC_003197.1_prot_NP_459412.1_407
lcl|NC_012967.1_cdsid_YP_003045607.1	lcl|NC_003197.1_prot_NP_461473.1_2472
lcl|NC_012967.1_cdsid_YP_003044749.1	lcl|NC_003197.1_prot_NP_460466.1_1469
lcl|NC_012967.1_cdsid_YP_003046092.1	lcl|NC_003197.1_prot_NP_462101.2_3102
lcl|NC_012967.1_cdsid_YP_003047104.1	lcl|NC_003197.1_prot_NP_463128.1_4126
lcl|NC_012967.1_cdsid_YP_003044429.1	lcl|NC_003197.1_prot_NP_460707.1_1708
lcl|NC_012967.1_cdsid_YP_003043938.1	lcl|NC_003197.1_prot_NP_459764.1_754
lcl|NC_012967.1_cdsid_YP_003045527.1	lcl|NC_003197.1_prot_NP_461386.1_2387
lcl|NC_012967.1_cdsid_YP_003043964.1	lcl|NC_003197.1_prot_NP_459776.1_766
lcl|NC_012967.1_cdsid_YP_003043798.1	lcl|NC_003197.1_prot_NP_459607.1_599
lcl|NC_012967.1_cdsid_YP_003044279.1	lcl|NC_003197.1_prot_NP_460137.1_1137
lcl|NC_012967.1_cdsid_YP_003044121.1	lcl|NC_003197.1_prot_NP_459944.1_940
lcl|NC_012967.1_cdsid_YP_003043274.1	lcl|NC_003197.1_prot_NP_459080.1_77
lcl|NC_012967.1_cdsid_YP_003047331.1	lcl|NC_003197.1_prot_NP_460575.1_1577
lcl|NC_012967.1_cdsid_YP_003043411.1	lcl|NC_003197.1_prot_NP_459236.1_232
lcl|NC_012967.1_cdsid_YP_003046214.1	lcl|NC_003197.1_prot_NP_462193.2_3193
lcl|NC_012967.1_cdsid_YP_003043311.1	lcl|NC_003197.1_prot_NP_459124.1_120
lcl|NC_012967.1_cdsid_YP_003043279.1	lcl|NC_003197.1_prot_NP_459090.1_86
lcl|NC_012967.1_cdsid_YP_003045296.1	lcl|NC_003197.1_prot_NP_461156.1_2155
lcl|NC_012967.1_cdsid_YP_003045598.1	lcl|NC_003197.1_prot_NP_461459.1_2458
lcl|NC_012967.1_cdsid_YP_003045954.1	lcl|NC_003197.1_prot_NP_461993.1_2994
lcl|NC_012967.1_cdsid_YP_003044895.1	lcl|NC_003197.1_prot_NP_460287.2_1291
lcl|NC_012967.1_cdsid_YP_003044135.1	lcl|NC_003197.1_prot_NP_459958.1_954
lcl|NC_012967.1_cdsid_YP_003043434.1	lcl|NC_003197.1_prot_NP_459259.1_255
lcl|NC_012967.1_cdsid_YP_003043576.1	lcl|NC_003197.1_prot_NP_459394.1_390
lcl|NC_012967.1_cdsid_YP_003047018.1	lcl|NC_003197.1_prot_NP_463003.1_4001
lcl|NC_012967.1_cdsid_YP_003046112.1	lcl|NC_003197.1_prot_NP_462120.2_3120
lcl|NC_012967.1_cdsid_YP_003046310.1	lcl|NC_003197.1_prot_NP_462302.1_3303
lcl|NC_012967.1_cdsid_YP_003046390.1	lcl|NC_003197.1_prot_NP_462366.1_3367
lcl|NC_012967.1_cdsid_YP_003043810.1	lcl|NC_003197.1_prot_NP_459617.1_609
lcl|NC_012967.1_cdsid_YP_003045052.1	lcl|NC_003197.1_prot_NP_460875.1_1874
lcl|NC_012967.1_cdsid_YP_003045333.1	lcl|NC_003197.1_prot_NP_461208.1_2207
lcl|NC_012967.1_cdsid_YP_003043644.1	lcl|NC_003197.1_prot_NP_459476.1_470
lcl|NC_012967.1_cdsid_YP_003044175.1	lcl|NC_003197.1_prot_NP_460040.1_1040
lcl|NC_012967.1_cdsid_YP_003043339.1	lcl|NC_003197.1_prot_NP_459152.1_148
lcl|NC_012967.1_cdsid_YP_003044557.1	lcl|NC_003197.1_prot_NP_460611.1_1612
lcl|NC_012967.1_cdsid_YP_003045323.1	lcl|NC_003197.1_prot_NP_461199.1_2198
lcl|NC_012967.1_cdsid_YP_003045119.1	lcl|NC_003197.1_prot_NP_461020.2_2018
lcl|NC_012967.1_cdsid_YP_003047027.1	lcl|NC_003197.1_prot_NP_463012.1_4010
lcl|NC_012967.1_cdsid_YP_003044126.1	lcl|NC_003197.1_prot_NP_459949.1_945
lcl|NC_012967.1_cdsid_YP_003043828.1	lcl|NC_003197.1_prot_NP_459635.1_627
lcl|NC_012967.1_cdsid_YP_003043456.1	lcl|NC_003197.1_prot_NP_462554.1_3554
lcl|NC_012967.1_cdsid_YP_003043781.1	lcl|NC_003197.1_prot_NP_459586.1_578
lcl|NC_012967.1_cdsid_YP_003044084.1	lcl|NC_003197.1_prot_NP_459864.1_853
lcl|NC_012967.1_cdsid_YP_003043787.1	lcl|NC_003197.1_prot_NP_459593.1_585
lcl|NC_012967.1_cdsid_YP_003047388.1	lcl|NC_003197.1_prot_NP_460077.1_1076
lcl|NC_012967.1_cdsid_YP_003044839.1	lcl|NC_003197.1_prot_NP_461008.1_2006
lcl|NC_012967.1_cdsid_YP_003046845.1	lcl|NC_003197.1_prot_NP_462817.1_3815
lcl|NC_012967.1_cdsid_YP_003045654.1	lcl|NC_003197.1_prot_NP_461573.1_2574
lcl|NC_012967.1_cdsid_YP_003046377.1	lcl|NC_003197.1_prot_NP_462351.1_3352
lcl|NC_012967.1_cdsid_YP_003047215.1	lcl|NC_003197.1_prot_NP_463228.1_4227
lcl|NC_012967.1_cdsid_YP_003043850.1	lcl|NC_003197.1_prot_NP_459665.1_655
lcl|NC_012967.1_cdsid_YP_003046519.1	lcl|NC_003197.1_prot_NP_462488.1_3488
lcl|NC_012967.1_cdsid_YP_003046694.1	lcl|NC_003197.1_prot_NP_462650.1_3650
lcl|NC_012967.1_cdsid_YP_003046876.1	lcl|NC_003197.1_prot_NP_462844.1_3842
lcl|NC_012967.1_cdsid_YP_003046959.1	lcl|NC_003197.1_prot_NP_461742.1_2741
lcl|NC_012967.1_cdsid_YP_003045537.1	lcl|NC_003197.1_prot_NP_461398.1_2399
lcl|NC_012967.1_cdsid_YP_003044200.1	lcl|NC_003197.1_prot_NP_460749.1_1750
lcl|NC_012967.1_cdsid_YP_003046550.1	lcl|NC_003197.1_prot_NP_462507.1_3507
lcl|NC_012967.1_cdsid_YP_003046805.1	lcl|NC_003197.1_prot_NP_462778.1_3776
lcl|NC_012967.1_cdsid_YP_003045945.1	lcl|NC_003197.1_prot_NP_461985.1_2986
lcl|NC_012967.1_cdsid_YP_003045451.1	lcl|NC_003197.1_prot_NP_459204.1_200
lcl|NC_012967.1_cdsid_YP_003046789.1	lcl|NC_003197.1_prot_NP_462760.1_3758
lcl|NC_012967.1_cdsid_YP_003046609.1	lcl|NC_003197.1_prot_NP_462571.1_3571
lcl|NC_012967.1_cdsid_YP_003046319.1	lcl|NC_003197.1_prot_NP_462307.1_3308
lcl|NC_012967.1_cdsid_YP_003044910.1	lcl|NC_003197.1_prot_NP_460274.1_1278
lcl|NC_012967.1_cdsid_YP_003043303.1	lcl|NC_003197.1_prot_NP_459116.1_111
lcl|NC_012967.1_cdsid_YP_003045087.1	lcl|NC_003197.1_prot_NP_460951.1_1949
lcl|NC_012967.1_cdsid_YP_003045819.1	lcl|NC_003197.1_prot_NP_461878.1_2877
lcl|NC_012967.1_cdsid_YP_003045111.1	lcl|NC_003197.1_prot_NP_461013.1_2011
lcl|NC_012967.1_cdsid_YP_003046500.1	lcl|NC_003197.1_prot_NP_462476.1_3476
lcl|NC_012967.1_cdsid_YP_003043461.1	lcl|NC_003197.1_prot_NP_459315.1_312
lcl|NC_012967.1_cdsid_YP_003047065.1	lcl|NC_003197.1_prot_NP_463055.1_4053
lcl|NC_012967.1_cdsid_YP_003045010.1	lcl|NC_003197.1_prot_NP_460833.1_1832
lcl|NC_012967.1_cdsid_YP_003046892.1	lcl|NC_003197.1_prot_NP_462853.1_3851
lcl|NC_012967.1_cdsid_YP_003043610.1	lcl|NC_003197.1_prot_NP_459440.1_434
lcl|NC_012967.1_cdsid_YP_003046053.1	lcl|NC_003197.1_prot_NP_462059.1_3059
lcl|NC_012967.1_cdsid_YP_003047265.1	lcl|NC_003197.1_prot_NP_463275.1_4274
lcl|NC_012967.1_cdsid_YP_003045008.1	lcl|NC_003197.1_prot_NP_460831.1_1830
lcl|NC_012967.1_cdsid_YP_003045959.1	lcl|NC_003197.1_prot_NP_462005.1_3005
lcl|NC_012967.1_cdsid_YP_003045280.1	lcl|NC_003197.1_prot_NP_461147.1_2145
lcl|NC_012967.1_cdsid_YP_003045222.1	lcl|NC_003197.1_prot_NP_461089.1_2088
lcl|NC_012967.1_cdsid_YP_003045697.1	lcl|NC_003197.1_prot_NP_461618.1_2617
lcl|NC_012967.1_cdsid_YP_003043906.1	lcl|NC_003197.1_prot_NP_459724.1_714
lcl|NC_012967.1_cdsid_YP_003046669.1	lcl|NC_003197.1_prot_NP_462624.1_3624
lcl|NC_012967.1_cdsid_YP_003045928.1	lcl|NC_003197.1_prot_NP_461974.1_2975
lcl|NC_012967.1_cdsid_YP_003045582.1	lcl|NC_003197.1_prot_NP_461435.1_2436
lcl|NC_012967.1_cdsid_YP_003043573.1	lcl|NC_003197.1_prot_NP_459391.1_387
lcl|NC_012967.1_cdsid_YP_003047159.1	lcl|NC_003197.1_prot_NP_463161.1_4159
lcl|NC_012967.1_cdsid_YP_003044254.1	lcl|NC_003197.1_prot_NP_460112.1_1112
lcl|NC_012967.1_cdsid_YP_003046354.1	lcl|NC_003197.1_prot_NP_462342.1_3343
lcl|NC_012967.1_cdsid_YP_003045758.1	lcl|NC_003197.1_prot_NP_461768.1_2767
lcl|NC_012967.1_cdsid_YP_003046123.1	lcl|NC_003197.1_prot_NP_462127.1_3127
lcl|NC_012967.1_cdsid_YP_003046160.1	lcl|NC_003197.1_prot_NP_462150.1_3150
lcl|NC_012967.1_cdsid_YP_003045531.1	lcl|NC_003197.1_prot_NP_461392.1_2393
lcl|NC_012967.1_cdsid_YP_003045268.1	lcl|NC_003197.1_prot_NP_461131.1_2129
lcl|NC_012967.1_cdsid_YP_003043776.1	lcl|NC_003197.1_prot_NP_459581.1_573
lcl|NC_012967.1_cdsid_YP_003045714.1	lcl|NC_003197.1_prot_NP_461725.1_2723
lcl|NC_012967.1_cdsid_YP_003046513.1	lcl|NC_003197.1_prot_NP_462485.1_3485
lcl|NC_012967.1_cdsid_YP_003044947.1	lcl|NC_003197.1_prot_NP_460254.1_1258
lcl|NC_012967.1_cdsid_YP_003046168.1	lcl|NC_003197.1_prot_NP_462157.1_3157
lcl|NC_012967.1_cdsid_YP_003043647.1	lcl|NC_003197.1_prot_NP_459479.1_473
lcl|NC_012967.1_cdsid_YP_003046245.1	lcl|NC_003197.1_prot_NP_462223.1_3223
lcl|NC_012967.1_cdsid_YP_003044829.1	lcl|NC_003197.1_prot_NP_460393.1_1396
lcl|NC_012967.1_cdsid_YP_003043370.1	lcl|NC_003197.1_prot_NP_459188.1_184
lcl|NC_012967.1_cdsid_YP_003044182.1	lcl|NC_003197.1_prot_NP_460047.1_1047
lcl|NC_012967.1_cdsid_YP_003043396.1	lcl|NC_003197.1_prot_NP_459221.1_217
lcl|NC_012967.1_cdsid_YP_003044405.1	lcl|NC_003197.1_prot_NP_460728.1_1729
lcl|NC_012967.1_cdsid_YP_003045748.1	lcl|NC_003197.1_prot_NP_461760.1_2759
lcl|NC_012967.1_cdsid_YP_003045557.1	lcl|NC_003197.1_prot_NP_461420.1_2421
lcl|NC_012967.1_cdsid_YP_003045713.1	lcl|NC_003197.1_prot_NP_461724.1_2721
lcl|NC_012967.1_cdsid_YP_003043578.1	lcl|NC_003197.1_prot_NP_459396.1_392
lcl|NC_012967.1_cdsid_YP_003046604.1	lcl|NC_003197.1_prot_NP_462565.1_3565
lcl|NC_012967.1_cdsid_YP_003044704.1	lcl|NC_003197.1_prot_NP_460468.1_1470
lcl|NC_012967.1_cdsid_YP_003047072.1	lcl|NC_003197.1_prot_NP_463089.1_4087
lcl|NC_012967.1_cdsid_YP_003044423.1	lcl|NC_003197.1_prot_NP_460713.1_1714
lcl|NC_012967.1_cdsid_YP_003045450.1	lcl|NC_003197.1_prot_NP_459205.1_201
lcl|NC_012967.1_cdsid_YP_003047041.1	lcl|NC_003197.1_prot_NP_463030.1_4028
lcl|NC_012967.1_cdsid_YP_003046748.1	lcl|NC_003197.1_prot_NP_462711.1_3709
lcl|NC_012967.1_cdsid_YP_003043920.1	lcl|NC_003197.1_prot_NP_459735.1_725
lcl|NC_012967.1_cdsid_YP_003047300.1	lcl|NC_003197.1_prot_NP_463342.1_4336
lcl|NC_012967.1_cdsid_YP_003045410.1	lcl|NC_003197.1_prot_NP_461276.2_2275
lcl|NC_012967.1_cdsid_YP_003044311.1	lcl|NC_003197.1_prot_NP_460169.1_1171
lcl|NC_012967.1_cdsid_YP_003043679.1	lcl|NC_003197.1_prot_NP_459508.1_502
lcl|NC_012967.1_cdsid_YP_003044693.1	lcl|NC_003197.1_prot_NP_460479.3_1481
lcl|NC_012967.1_cdsid_YP_003044092.1	lcl|NC_003197.1_prot_NP_459910.1_906
lcl|NC_012967.1_cdsid_YP_003044110.1	lcl|NC_003197.1_prot_NP_459934.1_930
lcl|NC_012967.1_cdsid_YP_003043327.1	lcl|NC_003197.1_prot_NP_459140.2_136
lcl|NC_012967.1_cdsid_YP_003043817.1	lcl|NC_003197.1_prot_NP_459624.1_616
lcl|NC_012967.1_cdsid_YP_003047363.1	lcl|NC_003197.1_prot_NP_463374.1_4369
lcl|NC_012967.1_cdsid_YP_003044259.1	lcl|NC_003197.1_prot_NP_460117.1_1117
lcl|NC_012967.1_cdsid_YP_003047377.1	lcl|NC_003197.1_prot_NP_463385.1_4380
lcl|NC_012967.1_cdsid_YP_003046903.1	lcl|NC_003197.1_prot_NP_462858.1_3856
lcl|NC_012967.1_cdsid_YP_003046554.1	lcl|NC_003197.1_prot_NP_462511.1_3511
lcl|NC_012967.1_cdsid_YP_003046281.1	lcl|NC_003197.1_prot_NP_462269.1_3269
lcl|NC_012967.1_cdsid_YP_003044288.1	lcl|NC_003197.1_prot_NP_460146.1_1146
lcl|NC_012967.1_cdsid_YP_003043790.1	lcl|NC_003197.1_prot_NP_459596.1_588
lcl|NC_012967.1_cdsid_YP_003046283.1	lcl|NC_003197.1_prot_NP_462271.1_3271
lcl|NC_012967.1_cdsid_YP_003045085.1	lcl|NC_003197.1_prot_NP_460229.2_1232
lcl|NC_012967.1_cdsid_YP_003045935.1	lcl|NC_003197.1_prot_NP_461980.1_2981
lcl|NC_012967.1_cdsid_YP_003046644.1	lcl|NC_003197.1_prot_NP_462595.1_3595
lcl|NC_012967.1_cdsid_YP_003044323.1	lcl|NC_003197.1_prot_NP_460181.1_1183
lcl|NC_012967.1_cdsid_YP_003044419.1	lcl|NC_003197.1_prot_NP_460718.1_1719
lcl|NC_012967.1_cdsid_YP_003045829.1	lcl|NC_003197.1_prot_NP_461889.1_2888
lcl|NC_012967.1_cdsid_YP_003046594.1	lcl|NC_003197.1_prot_NP_462558.1_3558
lcl|NC_012967.1_cdsid_YP_003047376.1	lcl|NC_003197.1_prot_NP_463384.1_4379
lcl|NC_012967.1_cdsid_YP_003043315.1	lcl|NC_003197.1_prot_NP_459128.1_124
lcl|NC_012967.1_cdsid_YP_003047063.1	lcl|NC_003197.1_prot_NP_463053.2_4051
lcl|NC_012967.1_cdsid_YP_003044644.1	lcl|NC_003197.1_prot_NP_460526.1_1529
lcl|NC_012967.1_cdsid_YP_003044948.1	lcl|NC_003197.1_prot_NP_460252.1_1256
lcl|NC_012967.1_cdsid_YP_003046566.1	lcl|NC_003197.1_prot_NP_462524.1_3524
lcl|NC_012967.1_cdsid_YP_003043677.1	lcl|NC_003197.1_prot_NP_462429.1_3430
lcl|NC_012967.1_cdsid_YP_003044873.1	lcl|NC_003197.1_prot_NP_460312.1_1315
lcl|NC_012967.1_cdsid_YP_003043430.1	lcl|NC_003197.1_prot_NP_459254.1_250
lcl|NC_012967.1_cdsid_YP_003043332.1	lcl|NC_003197.1_prot_NP_459145.1_141
lcl|NC_012967.1_cdsid_YP_003046388.1	lcl|NC_003197.1_prot_NP_462363.1_3364
lcl|NC_012967.1_cdsid_YP_003045867.1	lcl|NC_003197.1_prot_NP_461922.1_2922
lcl|NC_012967.1_cdsid_YP_003046116.1	lcl|NC_003197.1_prot_NP_462265.1_3265
lcl|NC_012967.1_cdsid_YP_003044646.1	lcl|NC_003197.1_prot_NP_460524.1_1527
lcl|NC_012967.1_cdsid_YP_003045551.1	lcl|NC_003197.1_prot_NP_461415.1_2416
lcl|NC_012967.1_cdsid_YP_003045657.1	lcl|NC_003197.1_prot_NP_461576.1_2577
lcl|NC_012967.1_cdsid_YP_003045964.1	lcl|NC_003197.1_prot_NP_462010.2_3010
lcl|NC_012967.1_cdsid_YP_003044114.1	lcl|NC_003197.1_prot_NP_459938.1_934
lcl|NC_012967.1_cdsid_YP_003044932.1	lcl|NC_003197.1_prot_NP_460261.1_1265
lcl|NC_012967.1_cdsid_YP_003044080.1	lcl|NC_003197.1_prot_NP_459857.1_846
lcl|NC_012967.1_cdsid_YP_003046950.1	lcl|NC_003197.1_prot_NP_462915.1_3912
lcl|NC_012967.1_cdsid_YP_003045672.1	lcl|NC_003197.1_prot_NP_461592.1_2593
lcl|NC_012967.1_cdsid_YP_003044726.1	lcl|NC_003197.1_prot_NP_460354.1_1357
lcl|NC_012967.1_cdsid_YP_003043812.1	lcl|NC_003197.1_prot_NP_459619.1_611
lcl|NC_012967.1_cdsid_YP_003043666.1	lcl|NC_003197.1_prot_NP_459496.1_490
lcl|NC_012967.1_cdsid_YP_003045048.1	lcl|NC_003197.1_prot_NP_460871.1_1870
lcl|NC_012967.1_cdsid_YP_003043286.1	lcl|NC_003197.1_prot_NP_459097.1_93
lcl|NC_012967.1_cdsid_YP_003046270.1	lcl|NC_003197.1_prot_NP_462249.1_3249
lcl|NC_012967.1_cdsid_YP_003043974.1	lcl|NC_003197.1_prot_NP_459790.1_779
lcl|NC_012967.1_cdsid_YP_003046940.1	lcl|NC_003197.1_prot_NP_462902.1_3898
lcl|NC_012967.1_cdsid_YP_003045510.1	lcl|NC_003197.1_prot_NP_461373.1_2374
lcl|NC_012967.1_cdsid_YP_003044043.1	lcl|NC_003197.1_prot_NP_461656.1_2655
lcl|NC_012967.1_cdsid_YP_003045533.1	lcl|NC_003197.1_prot_NP_461394.1_2395
lcl|NC_012967.1_cdsid_YP_003045555.1	lcl|NC_003197.1_prot_NP_461419.1_2420
lcl|NC_012967.1_cdsid_YP_003043239.1	lcl|NC_003197.1_prot_NP_459014.1_9
lcl|NC_012967.1_cdsid_YP_003044341.1	lcl|NC_003197.1_prot_NP_460196.1_1198
lcl|NC_012967.1_cdsid_YP_003046922.1	lcl|NC_003197.1_prot_NP_462878.1_3876
lcl|NC_012967.1_cdsid_YP_003046420.1	lcl|NC_003197.1_prot_NP_462384.1_3385
lcl|NC_012967.1_cdsid_YP_003044219.1	lcl|NC_003197.1_prot_NP_462721.1_3719
lcl|NC_012967.1_cdsid_YP_003045399.1	lcl|NC_003197.1_prot_NP_461264.1_2263
lcl|NC_012967.1_cdsid_YP_003046332.1	lcl|NC_003197.1_prot_NP_462320.1_3321
lcl|NC_012967.1_cdsid_YP_003047121.1	lcl|NC_003197.1_prot_NP_463149.1_4147
lcl|NC_012967.1_cdsid_YP_003044054.1	lcl|NC_003197.1_prot_NP_461642.1_2641
lcl|NC_012967.1_cdsid_YP_003046953.1	lcl|NC_003197.1_prot_NP_462918.1_3915
lcl|NC_012967.1_cdsid_YP_003043852.1	lcl|NC_003197.1_prot_NP_459667.1_657
lcl|NC_012967.1_cdsid_YP_003043829.1	lcl|NC_003197.1_prot_NP_459637.1_629
lcl|NC_012967.1_cdsid_YP_003043552.1	lcl|NC_003197.1_prot_NP_459372.1_368
lcl|NC_012967.1_cdsid_YP_003043686.1	lcl|NC_003197.1_prot_NP_459516.1_510
lcl|NC_012967.1_cdsid_YP_003043970.1	lcl|NC_003197.1_prot_NP_459784.1_773
lcl|NC_012967.1_cdsid_YP_003045576.1	lcl|NC_003197.1_prot_NP_461429.1_2430
lcl|NC_012967.1_cdsid_YP_003045497.1	lcl|NC_003197.1_prot_NP_461354.1_2354
lcl|NC_012967.1_cdsid_YP_003046278.1	lcl|NC_003197.1_prot_NP_462257.1_3257
lcl|NC_012967.1_cdsid_YP_003047193.1	lcl|NC_003197.1_prot_NP_463204.1_4203
lcl|NC_012967.1_cdsid_YP_003043921.1	lcl|NC_003197.1_prot_NP_459736.1_726
lcl|NC_012967.1_cdsid_YP_003047354.1	lcl|NC_003197.1_prot_NP_462051.1_3051
lcl|NC_012967.1_cdsid_YP_003044567.1	lcl|NC_003197.1_prot_NP_462044.1_3044
lcl|NC_012967.1_cdsid_YP_003046837.1	lcl|NC_003197.1_prot_NP_462809.1_3807
lcl|NC_012967.1_cdsid_YP_003046440.1	lcl|NC_003197.1_prot_NP_462404.1_3405
lcl|NC_012967.1_cdsid_YP_003044926.1	lcl|NC_003197.1_prot_NP_460266.1_1270
lcl|NC_012967.1_cdsid_YP_003045272.1	lcl|NC_003197.1_prot_NP_461135.1_2133
lcl|NC_012967.1_cdsid_YP_003046930.1	lcl|NC_003197.1_prot_NP_462889.1_3885
lcl|NC_012967.1_cdsid_YP_003045115.1	lcl|NC_003197.1_prot_NP_461016.1_2014
lcl|NC_012967.1_cdsid_YP_003045592.1	lcl|NC_003197.1_prot_NP_461453.1_2452
lcl|NC_012967.1_cdsid_YP_003046913.1	lcl|NC_003197.1_prot_NP_462870.1_3868
lcl|NC_012967.1_cdsid_YP_003044008.1	lcl|NC_003197.1_prot_NP_459820.1_809
lcl|NC_012967.1_cdsid_YP_003045508.1	lcl|NC_003197.1_prot_NP_461368.1_2369
lcl|NC_012967.1_cdsid_YP_003044513.1	lcl|NC_003197.1_prot_NP_460639.1_1640
lcl|NC_012967.1_cdsid_YP_003046618.1	lcl|NC_003197.1_prot_NP_462579.1_3579
lcl|NC_012967.1_cdsid_YP_003043642.1	lcl|NC_003197.1_prot_NP_459473.1_467
lcl|NC_012967.1_cdsid_YP_003046965.1	lcl|NC_003197.1_prot_NP_462930.1_3927
lcl|NC_012967.1_cdsid_YP_003047015.1	lcl|NC_003197.1_prot_NP_463000.1_3998
lcl|NC_012967.1_cdsid_YP_003045299.1	lcl|NC_003197.1_prot_NP_461159.1_2158
lcl|NC_012967.1_cdsid_YP_003047180.1	lcl|NC_003197.1_prot_NP_463191.2_4190
lcl|NC_012967.1_cdsid_YP_003043834.1	lcl|NC_003197.1_prot_NP_459647.1_637
lcl|NC_012967.1_cdsid_YP_003045918.1	lcl|NC_003197.1_prot_NP_461964.1_2965
lcl|NC_012967.1_cdsid_YP_003046422.1	lcl|NC_003197.1_prot_NP_462386.1_3387
lcl|NC_012967.1_cdsid_YP_003046499.1	lcl|NC_003197.1_prot_NP_462475.1_3475
lcl|NC_012967.1_cdsid_YP_003044273.1	lcl|NC_003197.1_prot_NP_460131.1_1131
lcl|NC_012967.1_cdsid_YP_003045771.1	lcl|NC_003197.1_prot_NP_461781.1_2780
lcl|NC_012967.1_cdsid_YP_003046137.1	lcl|NC_003197.1_prot_NP_462911.1_3907
lcl|NC_012967.1_cdsid_YP_003047178.1	lcl|NC_003197.1_prot_NP_463189.1_4188
lcl|NC_012967.1_cdsid_YP_003047100.1	lcl|NC_003197.1_prot_NP_463115.1_4113
lcl|NC_012967.1_cdsid_YP_003044801.1	lcl|NC_003197.1_prot_NP_460418.1_1421
lcl|NC_012967.1_cdsid_YP_003046213.1	lcl|NC_003197.1_prot_NP_462192.1_3192
lcl|NC_012967.1_cdsid_YP_003046300.1	lcl|NC_003197.1_prot_NP_462291.1_3292
lcl|NC_012967.1_cdsid_YP_003044006.1	lcl|NC_003197.1_prot_NP_459818.1_807
lcl|NC_012967.1_cdsid_YP_003043975.1	lcl|NC_003197.1_prot_NP_459791.1_780
lcl|NC_012967.1_cdsid_YP_003046350.1	lcl|NC_003197.1_prot_NP_462338.1_3339
lcl|NC_012967.1_cdsid_YP_003043346.1	lcl|NC_003197.1_prot_NP_459163.1_159
lcl|NC_012967.1_cdsid_YP_003043681.1	lcl|NC_003197.1_prot_NP_459510.1_504
lcl|NC_012967.1_cdsid_YP_003046682.1	lcl|NC_003197.1_prot_NP_462638.1_3638
lcl|NC_012967.1_cdsid_YP_003044831.1	lcl|NC_003197.1_prot_NP_460391.1_1394
lcl|NC_012967.1_cdsid_YP_003043292.1	lcl|NC_003197.1_prot_NP_459106.1_101
lcl|NC_012967.1_cdsid_YP_003044902.1	lcl|NC_003197.1_prot_NP_460281.1_1285
lcl|NC_012967.1_cdsid_YP_003046989.1	lcl|NC_003197.1_prot_NP_462972.1_3969
lcl|NC_012967.1_cdsid_YP_003045792.1	lcl|NC_003197.1_prot_NP_461857.1_2855
lcl|NC_012967.1_cdsid_YP_003047239.1	lcl|NC_003197.1_prot_NP_463254.1_4253
lcl|NC_012967.1_cdsid_YP_003044798.1	lcl|NC_003197.1_prot_NP_460421.1_1424
lcl|NC_012967.1_cdsid_YP_003045584.1	lcl|NC_003197.1_prot_NP_461437.1_2438
lcl|NC_012967.1_cdsid_YP_003044603.1	lcl|NC_003197.1_prot_NP_460562.1_1564
lcl|NC_012967.1_cdsid_YP_003046297.1	lcl|NC_003197.1_prot_NP_462286.1_3287
lcl|NC_012967.1_cdsid_YP_003046949.1	lcl|NC_003197.1_prot_NP_462914.1_3911
lcl|NC_012967.1_cdsid_YP_003045006.1	lcl|NC_003197.1_prot_NP_460809.1_1810
lcl|NC_012967.1_cdsid_YP_003045322.1	lcl|NC_003197.1_prot_NP_461198.1_2197
lcl|NC_012967.1_cdsid_YP_003044818.1	lcl|NC_003197.1_prot_NP_460401.1_1404
lcl|NC_012967.1_cdsid_YP_003045969.1	lcl|NC_003197.1_prot_NP_462016.1_3016
lcl|NC_012967.1_cdsid_YP_003044048.1	lcl|NC_003197.1_prot_NP_462744.1_3742
lcl|NC_012967.1_cdsid_YP_003044087.1	lcl|NC_003197.1_prot_NP_459867.1_856
lcl|NC_012967.1_cdsid_YP_003046650.1	lcl|NC_003197.1_prot_NP_462604.1_3604
lcl|NC_012967.1_cdsid_YP_003044860.1	lcl|NC_003197.1_prot_NP_460325.1_1328
lcl|NC_012967.1_cdsid_YP_003044469.1	lcl|NC_003197.1_prot_NP_460666.1_1668
lcl|NC_012967.1_cdsid_YP_003046572.1	lcl|NC_003197.1_prot_NP_462528.1_3528
lcl|NC_012967.1_cdsid_YP_003043304.1	lcl|NC_003197.1_prot_NP_459117.1_112
lcl|NC_012967.1_cdsid_YP_003043907.1	lcl|NC_003197.1_prot_NP_462684.1_3683
lcl|NC_012967.1_cdsid_YP_003047082.1	lcl|NC_003197.1_prot_NP_461011.1_2009
lcl|NC_012967.1_cdsid_YP_003044294.1	lcl|NC_003197.1_prot_NP_460152.1_1152
lcl|NC_012967.1_cdsid_YP_003045448.1	lcl|NC_003197.1_prot_NP_461328.1_2328
lcl|NC_012967.1_cdsid_YP_003044365.1	lcl|NC_003197.1_prot_NP_460772.1_1773
lcl|NC_012967.1_cdsid_YP_003047261.1	lcl|NC_003197.1_prot_NP_463270.1_4269
lcl|NC_012967.1_cdsid_YP_003045018.1	lcl|NC_003197.1_prot_NP_460841.1_1840
